Query_Species	Query_NUMT	DB_Species	Matches_NUMT
mPonPyg2	mPonPyg2_numt182	mPonAbe1	mPonAbe1_numt174
mPonPyg2	mPonPyg2_numt182	mPonAbe1	mPonAbe1_numt175
mPonPyg2	mPonPyg2_numt182	mPonAbe1	mPonAbe1_numt176
mPonPyg2	mPonPyg2_numt182	mPonAbe1	mPonAbe1_numt177
mPonPyg2	mPonPyg2_numt182	mPonAbe1	mPonAbe1_numt178
mPonPyg2	mPonPyg2_numt182	mPonAbe1	mPonAbe1_numt180
mPonPyg2	mPonPyg2_numt182	mPonAbe1	mPonAbe1_numt181
mPonPyg2	mPonPyg2_numt182	mPonAbe1	mPonAbe1_numt182
mPonPyg2	mPonPyg2_numt182	mPonAbe1	mPonAbe1_numt184
mPonPyg2	mPonPyg2_numt182	mPonAbe1	mPonAbe1_numt186
mPonPyg2	mPonPyg2_numt183	mPonAbe1	mPonAbe1_numt185
mPonPyg2	mPonPyg2_numt184	CHM13	CHM13_numt574
mPonPyg2	mPonPyg2_numt184	CHM13	CHM13_numt575
mPonPyg2	mPonPyg2_numt184	mGorGor1	mGorGor1_numt188
mPonPyg2	mPonPyg2_numt184	mPanPan1	mPanPan1_numt222
mPonPyg2	mPonPyg2_numt184	mPanPan1	mPanPan1_numt223
mPonPyg2	mPonPyg2_numt184	mPanPan1	mPanPan1_numt224
mPonPyg2	mPonPyg2_numt184	mPanPan1	mPanPan1_numt225
mPonPyg2	mPonPyg2_numt184	mPanPan1	mPanPan1_numt226
mPonPyg2	mPonPyg2_numt184	mPanTro3	mPanTro3_numt219
mPonPyg2	mPonPyg2_numt184	mPanTro3	mPanTro3_numt220
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt170
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt171
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt172
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt173
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt174
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt175
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt176
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt177
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt178
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt180
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt181
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt182
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt184
mPonPyg2	mPonPyg2_numt184	mPonAbe1	mPonAbe1_numt186
mPonPyg2	mPonPyg2_numt185	CHM13	CHM13_numt576
mPonPyg2	mPonPyg2_numt185	mGorGor1	mGorGor1_numt189
mPonPyg2	mPonPyg2_numt185	mPanPan1	mPanPan1_numt227
mPonPyg2	mPonPyg2_numt185	mPanTro3	mPanTro3_numt221
mPonPyg2	mPonPyg2_numt185	mPonAbe1	mPonAbe1_numt187
mPonPyg2	mPonPyg2_numt186	CHM13	CHM13_numt579
mPonPyg2	mPonPyg2_numt186	mGorGor1	mGorGor1_numt192
mPonPyg2	mPonPyg2_numt186	mPanPan1	mPanPan1_numt229
mPonPyg2	mPonPyg2_numt186	mPanTro3	mPanTro3_numt223
mPonPyg2	mPonPyg2_numt186	mPonAbe1	mPonAbe1_numt189
mPonPyg2	mPonPyg2_numt187	CHM13	CHM13_numt580
mPonPyg2	mPonPyg2_numt187	mGorGor1	mGorGor1_numt193
mPonPyg2	mPonPyg2_numt187	mPanPan1	mPanPan1_numt231
mPonPyg2	mPonPyg2_numt187	mPanTro3	mPanTro3_numt225
mPonPyg2	mPonPyg2_numt187	mPonAbe1	mPonAbe1_numt190
mPonPyg2	mPonPyg2_numt188	CHM13	CHM13_numt581
mPonPyg2	mPonPyg2_numt188	mGorGor1	mGorGor1_numt194
mPonPyg2	mPonPyg2_numt188	mPanPan1	(not_in_v1)
mPonPyg2	mPonPyg2_numt188	mPanTro3	mPanTro3_numt226
mPonPyg2	mPonPyg2_numt188	mPonAbe1	mPonAbe1_numt191
mPonPyg2	mPonPyg2_numt189	mPonAbe1	mPonAbe1_numt192
mPonPyg2	mPonPyg2_numt190	mPonAbe1	mPonAbe1_numt193
mPonPyg2	mPonPyg2_numt191	CHM13	CHM13_numt582
mPonPyg2	mPonPyg2_numt191	mGorGor1	(not_in_v1)
mPonPyg2	mPonPyg2_numt191	mPanPan1	mPanPan1_numt232
mPonPyg2	mPonPyg2_numt191	mPanTro3	mPanTro3_numt228
mPonPyg2	mPonPyg2_numt191	mPonAbe1	mPonAbe1_numt194
mPonPyg2	mPonPyg2_numt191	mSymSyn1	(not_in_v1)
mPonPyg2	mPonPyg2_numt192	CHM13	CHM13_numt583
mPonPyg2	mPonPyg2_numt192	CHM13	CHM13_numt584
mPonPyg2	mPonPyg2_numt192	mGorGor1	mGorGor1_numt196
mPonPyg2	mPonPyg2_numt192	mGorGor1	mGorGor1_numt195
mPonPyg2	mPonPyg2_numt192	mPanPan1	mPanPan1_numt233
mPonPyg2	mPonPyg2_numt192	mPanPan1	mPanPan1_numt234
mPonPyg2	mPonPyg2_numt192	mPanTro3	mPanTro3_numt229
mPonPyg2	mPonPyg2_numt192	mPanTro3	mPanTro3_numt230
mPonPyg2	mPonPyg2_numt192	mPonAbe1	mPonAbe1_numt195
mPonPyg2	mPonPyg2_numt192	mPonAbe1	mPonAbe1_numt196
mPonPyg2	mPonPyg2_numt193	CHM13	CHM13_numt583
mPonPyg2	mPonPyg2_numt193	CHM13	CHM13_numt584
mPonPyg2	mPonPyg2_numt193	CHM13	CHM13_numt585
mPonPyg2	mPonPyg2_numt193	mGorGor1	mGorGor1_numt196
mPonPyg2	mPonPyg2_numt193	mGorGor1	mGorGor1_numt195
mPonPyg2	mPonPyg2_numt193	mPanPan1	mPanPan1_numt233
mPonPyg2	mPonPyg2_numt193	mPanPan1	mPanPan1_numt234
mPonPyg2	mPonPyg2_numt193	mPanTro3	mPanTro3_numt229
mPonPyg2	mPonPyg2_numt193	mPanTro3	mPanTro3_numt230
mPonPyg2	mPonPyg2_numt193	mPonAbe1	mPonAbe1_numt195
mPonPyg2	mPonPyg2_numt193	mPonAbe1	mPonAbe1_numt196
mPonPyg2	mPonPyg2_numt193	mPonAbe1	mPonAbe1_numt197
mPonPyg2	mPonPyg2_numt194	mPonAbe1	mPonAbe1_numt196
mPonPyg2	mPonPyg2_numt194	mPonAbe1	mPonAbe1_numt197
mPonPyg2	mPonPyg2_numt195	mPonAbe1	mPonAbe1_numt198
mPonPyg2	mPonPyg2_numt196	mGorGor1	mGorGor1_numt198
mPonPyg2	mPonPyg2_numt196	mPonAbe1	mPonAbe1_numt170
mPonPyg2	mPonPyg2_numt196	mPonAbe1	mPonAbe1_numt174
mPonPyg2	mPonPyg2_numt196	mPonAbe1	mPonAbe1_numt175
mPonPyg2	mPonPyg2_numt196	mPonAbe1	mPonAbe1_numt180
mPonPyg2	mPonPyg2_numt196	mPonAbe1	mPonAbe1_numt182
mPonPyg2	mPonPyg2_numt196	mPonAbe1	mPonAbe1_numt199
mPonPyg2	mPonPyg2_numt197	CHM13	CHM13_numt587
mPonPyg2	mPonPyg2_numt197	mGorGor1	(not_in_v1)
mPonPyg2	mPonPyg2_numt197	mPanPan1	(not_in_v1)
mPonPyg2	mPonPyg2_numt197	mPanTro3	(not_in_v1)
mPonPyg2	mPonPyg2_numt197	mSymSyn1	(not_in_v1)
mPonPyg2	mPonPyg2_numt199	mGorGor1	(not_in_v1)
mPonPyg2	mPonPyg2_numt199	mPanPan1	mPanPan1_numt242
mPonPyg2	mPonPyg2_numt199	mPanTro3	mPanTro3_numt235
mPonPyg2	mPonPyg2_numt199	mPonAbe1	mPonAbe1_numt201
mPonPyg2	mPonPyg2_numt199	mSymSyn1	(not_in_v1)
mPonPyg2	mPonPyg2_numt200	mPonAbe1	mPonAbe1_numt202
mPonPyg2	mPonPyg2_numt201	CHM13	CHM13_numt629
mPonPyg2	mPonPyg2_numt201	mGorGor1	mGorGor1_numt201
mPonPyg2	mPonPyg2_numt201	mPanPan1	mPanPan1_numt244
mPonPyg2	mPonPyg2_numt201	mPanTro3	mPanTro3_numt237
mPonPyg2	mPonPyg2_numt201	mPonAbe1	mPonAbe1_numt203
mPonPyg2	mPonPyg2_numt203	CHM13	CHM13_numt630
mPonPyg2	mPonPyg2_numt203	mGorGor1	mGorGor1_numt203
mPonPyg2	mPonPyg2_numt203	mPanPan1	mPanPan1_numt246
mPonPyg2	mPonPyg2_numt203	mPanTro3	mPanTro3_numt239
mPonPyg2	mPonPyg2_numt203	mPonAbe1	mPonAbe1_numt204
mPonPyg2	mPonPyg2_numt204	CHM13	CHM13_numt631
mPonPyg2	mPonPyg2_numt204	mGorGor1	mGorGor1_numt204
mPonPyg2	mPonPyg2_numt204	mPanPan1	mPanPan1_numt247
mPonPyg2	mPonPyg2_numt204	mPanTro3	mPanTro3_numt240
mPonPyg2	mPonPyg2_numt204	mPonAbe1	mPonAbe1_numt205
mPonPyg2	mPonPyg2_numt204	mSymSyn1	(not_in_v1)
mPonPyg2	mPonPyg2_numt205	CHM13	CHM13_numt588
mPonPyg2	mPonPyg2_numt205	CHM13	CHM13_numt589
mPonPyg2	mPonPyg2_numt205	mGorGor1	mGorGor1_numt205
mPonPyg2	mPonPyg2_numt205	mGorGor1	mGorGor1_numt206
mPonPyg2	mPonPyg2_numt205	mPanPan1	mPanPan1_numt249
mPonPyg2	mPonPyg2_numt205	mPanPan1	mPanPan1_numt250
mPonPyg2	mPonPyg2_numt205	mPanTro3	mPanTro3_numt243
mPonPyg2	mPonPyg2_numt205	mPanTro3	mPanTro3_numt244
mPonPyg2	mPonPyg2_numt205	mPonAbe1	mPonAbe1_numt207
mPonPyg2	mPonPyg2_numt205	mPonAbe1	mPonAbe1_numt206
mPonPyg2	mPonPyg2_numt206	mPonAbe1	mPonAbe1_numt207
mPonPyg2	mPonPyg2_numt206	mPonAbe1	mPonAbe1_numt206
mPonPyg2	mPonPyg2_numt207	mPonAbe1	mPonAbe1_numt208
mPonPyg2	mPonPyg2_numt207	mPonAbe1	mPonAbe1_numt209
mPonPyg2	mPonPyg2_numt208	CHM13	CHM13_numt589
mPonPyg2	mPonPyg2_numt208	CHM13	CHM13_numt590
mPonPyg2	mPonPyg2_numt208	CHM13	CHM13_numt591
mPonPyg2	mPonPyg2_numt208	mGorGor1	mGorGor1_numt206
mPonPyg2	mPonPyg2_numt208	mGorGor1	mGorGor1_numt207
mPonPyg2	mPonPyg2_numt208	mGorGor1	mGorGor1_numt208
mPonPyg2	mPonPyg2_numt208	mPanPan1	mPanPan1_numt250
mPonPyg2	mPonPyg2_numt208	mPanPan1	mPanPan1_numt251
mPonPyg2	mPonPyg2_numt208	mPanPan1	mPanPan1_numt252
mPonPyg2	mPonPyg2_numt208	mPanTro3	mPanTro3_numt244
mPonPyg2	mPonPyg2_numt208	mPanTro3	mPanTro3_numt245
mPonPyg2	mPonPyg2_numt208	mPanTro3	mPanTro3_numt246
mPonPyg2	mPonPyg2_numt208	mPonAbe1	mPonAbe1_numt208
mPonPyg2	mPonPyg2_numt208	mPonAbe1	mPonAbe1_numt209
mPonPyg2	mPonPyg2_numt208	mPonAbe1	mPonAbe1_numt210
mPonPyg2	mPonPyg2_numt209	CHM13	CHM13_numt590
mPonPyg2	mPonPyg2_numt209	CHM13	CHM13_numt591
mPonPyg2	mPonPyg2_numt209	mGorGor1	mGorGor1_numt207
mPonPyg2	mPonPyg2_numt209	mGorGor1	mGorGor1_numt208
mPonPyg2	mPonPyg2_numt209	mPanPan1	mPanPan1_numt251
mPonPyg2	mPonPyg2_numt209	mPanPan1	mPanPan1_numt252
mPonPyg2	mPonPyg2_numt209	mPanTro3	mPanTro3_numt245
mPonPyg2	mPonPyg2_numt209	mPanTro3	mPanTro3_numt246
mPonPyg2	mPonPyg2_numt209	mPonAbe1	mPonAbe1_numt209
mPonPyg2	mPonPyg2_numt209	mPonAbe1	mPonAbe1_numt210
mPonPyg2	mPonPyg2_numt210	CHM13	CHM13_numt593
mPonPyg2	mPonPyg2_numt210	CHM13	CHM13_numt594
mPonPyg2	mPonPyg2_numt210	mGorGor1	mGorGor1_numt210
mPonPyg2	mPonPyg2_numt210	mGorGor1	mGorGor1_numt211
mPonPyg2	mPonPyg2_numt210	mPanPan1	mPanPan1_numt255
mPonPyg2	mPonPyg2_numt210	mPanPan1	mPanPan1_numt256
mPonPyg2	mPonPyg2_numt210	mPanTro3	mPanTro3_numt247
mPonPyg2	mPonPyg2_numt210	mPonAbe1	mPonAbe1_numt212
mPonPyg2	mPonPyg2_numt210	mPonAbe1	mPonAbe1_numt213
mPonPyg2	mPonPyg2_numt212	CHM13	CHM13_numt596
mPonPyg2	mPonPyg2_numt212	mGorGor1	(not_in_v1)
mPonPyg2	mPonPyg2_numt212	mPanPan1	mPanPan1_numt258
mPonPyg2	mPonPyg2_numt212	mPanTro3	mPanTro3_numt249
mPonPyg2	mPonPyg2_numt212	mPonAbe1	mPonAbe1_numt214
mPonPyg2	mPonPyg2_numt213	CHM13	CHM13_numt595
mPonPyg2	mPonPyg2_numt213	mGorGor1	mGorGor1_numt216
mPonPyg2	mPonPyg2_numt213	mPanPan1	mPanPan1_numt257
mPonPyg2	mPonPyg2_numt213	mPanTro3	mPanTro3_numt248
mPonPyg2	mPonPyg2_numt213	mPonAbe1	mPonAbe1_numt215
mPonPyg2	mPonPyg2_numt214	mPonAbe1	mPonAbe1_numt216
mPonPyg2	mPonPyg2_numt215	mPonAbe1	mPonAbe1_numt217
mPonPyg2	mPonPyg2_numt216	mPonAbe1	mPonAbe1_numt219
mPonPyg2	mPonPyg2_numt218	mPonAbe1	mPonAbe1_numt221
mPonPyg2	mPonPyg2_numt219	CHM13	CHM13_numt598
mPonPyg2	mPonPyg2_numt219	mGorGor1	mGorGor1_numt218
mPonPyg2	mPonPyg2_numt219	mPanPan1	mPanPan1_numt259
mPonPyg2	mPonPyg2_numt219	mPanTro3	mPanTro3_numt252
mPonPyg2	mPonPyg2_numt219	mPonAbe1	mPonAbe1_numt222
mPonPyg2	mPonPyg2_numt220	CHM13	CHM13_numt599
mPonPyg2	mPonPyg2_numt220	mGorGor1	mGorGor1_numt221
mPonPyg2	mPonPyg2_numt220	mPanPan1	mPanPan1_numt260
mPonPyg2	mPonPyg2_numt220	mPonAbe1	mPonAbe1_numt223
mPonPyg2	mPonPyg2_numt221	CHM13	CHM13_numt600
mPonPyg2	mPonPyg2_numt221	mGorGor1	mGorGor1_numt222
mPonPyg2	mPonPyg2_numt221	mPanPan1	mPanPan1_numt261
mPonPyg2	mPonPyg2_numt221	mPanTro3	mPanTro3_numt253
mPonPyg2	mPonPyg2_numt221	mPonAbe1	mPonAbe1_numt224
mPonPyg2	mPonPyg2_numt222	CHM13	CHM13_numt601
mPonPyg2	mPonPyg2_numt222	CHM13	CHM13_numt602
mPonPyg2	mPonPyg2_numt222	mGorGor1	mGorGor1_numt223
mPonPyg2	mPonPyg2_numt222	mGorGor1	mGorGor1_numt224
mPonPyg2	mPonPyg2_numt222	mPanPan1	mPanPan1_numt263
mPonPyg2	mPonPyg2_numt222	mPanTro3	mPanTro3_numt254
mPonPyg2	mPonPyg2_numt222	mPonAbe1	mPonAbe1_numt225
mPonPyg2	mPonPyg2_numt222	mPonAbe1	mPonAbe1_numt226
mPonPyg2	mPonPyg2_numt223	CHM13	CHM13_numt601
mPonPyg2	mPonPyg2_numt223	CHM13	CHM13_numt602
mPonPyg2	mPonPyg2_numt223	mGorGor1	mGorGor1_numt223
mPonPyg2	mPonPyg2_numt223	mGorGor1	mGorGor1_numt224
mPonPyg2	mPonPyg2_numt223	mPanPan1	mPanPan1_numt263
mPonPyg2	mPonPyg2_numt223	mPanTro3	mPanTro3_numt254
mPonPyg2	mPonPyg2_numt223	mPonAbe1	mPonAbe1_numt225
mPonPyg2	mPonPyg2_numt223	mPonAbe1	mPonAbe1_numt226
mPonPyg2	mPonPyg2_numt224	CHM13	CHM13_numt603
mPonPyg2	mPonPyg2_numt224	mGorGor1	mGorGor1_numt226
mPonPyg2	mPonPyg2_numt224	mPanPan1	mPanPan1_numt264
mPonPyg2	mPonPyg2_numt224	mPanTro3	mPanTro3_numt255
mPonPyg2	mPonPyg2_numt224	mPonAbe1	mPonAbe1_numt227
mPonPyg2	mPonPyg2_numt225	CHM13	CHM13_numt605
mPonPyg2	mPonPyg2_numt225	mGorGor1	mGorGor1_numt432
mPonPyg2	mPonPyg2_numt225	mPanPan1	mPanPan1_numt272
mPonPyg2	mPonPyg2_numt225	mPanTro3	mPanTro3_numt265
mPonPyg2	mPonPyg2_numt225	mPonAbe1	mPonAbe1_numt228
mPonPyg2	mPonPyg2_numt226	CHM13	CHM13_numt606
mPonPyg2	mPonPyg2_numt226	mGorGor1	mGorGor1_numt431
mPonPyg2	mPonPyg2_numt226	mPanTro3	mPanTro3_numt266
mPonPyg2	mPonPyg2_numt226	mPonAbe1	mPonAbe1_numt229
mPonPyg2	mPonPyg2_numt227	CHM13	CHM13_numt607
mPonPyg2	mPonPyg2_numt227	CHM13	CHM13_numt608
mPonPyg2	mPonPyg2_numt227	mGorGor1	mGorGor1_numt429
mPonPyg2	mPonPyg2_numt227	mGorGor1	mGorGor1_numt430
mPonPyg2	mPonPyg2_numt227	mPanTro3	mPanTro3_numt267
mPonPyg2	mPonPyg2_numt227	mPanTro3	mPanTro3_numt268
mPonPyg2	mPonPyg2_numt227	mPonAbe1	mPonAbe1_numt230
mPonPyg2	mPonPyg2_numt227	mPonAbe1	mPonAbe1_numt231
mPonPyg2	mPonPyg2_numt228	CHM13	CHM13_numt607
mPonPyg2	mPonPyg2_numt228	CHM13	CHM13_numt608
mPonPyg2	mPonPyg2_numt228	CHM13	CHM13_numt609
mPonPyg2	mPonPyg2_numt228	mGorGor1	mGorGor1_numt428
mPonPyg2	mPonPyg2_numt228	mGorGor1	mGorGor1_numt429
mPonPyg2	mPonPyg2_numt228	mGorGor1	mGorGor1_numt430
mPonPyg2	mPonPyg2_numt228	mPanTro3	mPanTro3_numt267
mPonPyg2	mPonPyg2_numt228	mPanTro3	mPanTro3_numt268
mPonPyg2	mPonPyg2_numt228	mPanTro3	mPanTro3_numt269
mPonPyg2	mPonPyg2_numt228	mPonAbe1	mPonAbe1_numt230
mPonPyg2	mPonPyg2_numt228	mPonAbe1	mPonAbe1_numt231
mPonPyg2	mPonPyg2_numt228	mPonAbe1	mPonAbe1_numt232
mPonPyg2	mPonPyg2_numt229	CHM13	CHM13_numt608
mPonPyg2	mPonPyg2_numt229	CHM13	CHM13_numt609
mPonPyg2	mPonPyg2_numt229	mGorGor1	mGorGor1_numt428
mPonPyg2	mPonPyg2_numt229	mGorGor1	mGorGor1_numt429
mPonPyg2	mPonPyg2_numt229	mPanTro3	mPanTro3_numt268
mPonPyg2	mPonPyg2_numt229	mPanTro3	mPanTro3_numt269
mPonPyg2	mPonPyg2_numt229	mPonAbe1	mPonAbe1_numt231
mPonPyg2	mPonPyg2_numt229	mPonAbe1	mPonAbe1_numt232
mPonPyg2	mPonPyg2_numt230	CHM13	CHM13_numt609
mPonPyg2	mPonPyg2_numt230	CHM13	CHM13_numt610
mPonPyg2	mPonPyg2_numt230	mGorGor1	mGorGor1_numt427
mPonPyg2	mPonPyg2_numt230	mGorGor1	mGorGor1_numt428
mPonPyg2	mPonPyg2_numt230	mPanTro3	mPanTro3_numt269
mPonPyg2	mPonPyg2_numt230	mPanTro3	mPanTro3_numt270
mPonPyg2	mPonPyg2_numt230	mPonAbe1	mPonAbe1_numt232
mPonPyg2	mPonPyg2_numt230	mPonAbe1	mPonAbe1_numt233
mPonPyg2	mPonPyg2_numt231	CHM13	CHM13_numt609
mPonPyg2	mPonPyg2_numt231	CHM13	CHM13_numt610
mPonPyg2	mPonPyg2_numt231	CHM13	CHM13_numt611
mPonPyg2	mPonPyg2_numt231	mGorGor1	mGorGor1_numt426
mPonPyg2	mPonPyg2_numt231	mGorGor1	mGorGor1_numt427
mPonPyg2	mPonPyg2_numt231	mGorGor1	mGorGor1_numt428
mPonPyg2	mPonPyg2_numt231	mPanTro3	mPanTro3_numt269
mPonPyg2	mPonPyg2_numt231	mPanTro3	mPanTro3_numt270
mPonPyg2	mPonPyg2_numt231	mPanTro3	mPanTro3_numt271
mPonPyg2	mPonPyg2_numt231	mPonAbe1	mPonAbe1_numt232
mPonPyg2	mPonPyg2_numt231	mPonAbe1	mPonAbe1_numt233
mPonPyg2	mPonPyg2_numt231	mPonAbe1	mPonAbe1_numt234
mPonPyg2	mPonPyg2_numt232	CHM13	CHM13_numt610
mPonPyg2	mPonPyg2_numt232	CHM13	CHM13_numt611
mPonPyg2	mPonPyg2_numt232	CHM13	CHM13_numt612
mPonPyg2	mPonPyg2_numt232	mGorGor1	mGorGor1_numt425
mPonPyg2	mPonPyg2_numt232	mGorGor1	mGorGor1_numt426
mPonPyg2	mPonPyg2_numt232	mGorGor1	mGorGor1_numt427
mPonPyg2	mPonPyg2_numt232	mPanTro3	mPanTro3_numt270
mPonPyg2	mPonPyg2_numt232	mPanTro3	mPanTro3_numt271
mPonPyg2	mPonPyg2_numt232	mPanTro3	mPanTro3_numt272
mPonPyg2	mPonPyg2_numt232	mPonAbe1	mPonAbe1_numt233
mPonPyg2	mPonPyg2_numt232	mPonAbe1	mPonAbe1_numt234
mPonPyg2	mPonPyg2_numt232	mPonAbe1	mPonAbe1_numt235
mPonPyg2	mPonPyg2_numt233	CHM13	CHM13_numt611
mPonPyg2	mPonPyg2_numt233	CHM13	CHM13_numt612
mPonPyg2	mPonPyg2_numt233	mGorGor1	mGorGor1_numt425
mPonPyg2	mPonPyg2_numt233	mGorGor1	mGorGor1_numt426
mPonPyg2	mPonPyg2_numt233	mPanTro3	mPanTro3_numt271
mPonPyg2	mPonPyg2_numt233	mPanTro3	mPanTro3_numt272
mPonPyg2	mPonPyg2_numt233	mPonAbe1	mPonAbe1_numt234
mPonPyg2	mPonPyg2_numt233	mPonAbe1	mPonAbe1_numt235
mPonPyg2	mPonPyg2_numt234	mPonAbe1	mPonAbe1_numt236
mPonPyg2	mPonPyg2_numt234	mSymSyn1	(not_in_v1)
mPonPyg2	mPonPyg2_numt235	CHM13	CHM13_numt614
mPonPyg2	mPonPyg2_numt235	CHM13	CHM13_numt615
mPonPyg2	mPonPyg2_numt235	mGorGor1	mGorGor1_numt416
mPonPyg2	mPonPyg2_numt235	mGorGor1	mGorGor1_numt417
mPonPyg2	mPonPyg2_numt235	mGorGor1	mGorGor1_numt418
mPonPyg2	mPonPyg2_numt235	mGorGor1	mGorGor1_numt422
mPonPyg2	mPonPyg2_numt235	mGorGor1	mGorGor1_numt423
mPonPyg2	mPonPyg2_numt235	mGorGor1	mGorGor1_numt424
mPonPyg2	mPonPyg2_numt235	mPanPan1	mPanPan1_numt270
mPonPyg2	mPonPyg2_numt235	mPanPan1	mPanPan1_numt269
mPonPyg2	mPonPyg2_numt235	mPanTro3	mPanTro3_numt262
mPonPyg2	mPonPyg2_numt235	mPanTro3	mPanTro3_numt263
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt238
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt239
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt240
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt243
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt244
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt245
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt249
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt250
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt248
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt253
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt254
mPonPyg2	mPonPyg2_numt235	mPonAbe1	mPonAbe1_numt255
mPonPyg2	mPonPyg2_numt236	CHM13	CHM13_numt614
mPonPyg2	mPonPyg2_numt236	CHM13	CHM13_numt615
mPonPyg2	mPonPyg2_numt236	mGorGor1	mGorGor1_numt416
mPonPyg2	mPonPyg2_numt236	mGorGor1	mGorGor1_numt417
mPonPyg2	mPonPyg2_numt236	mGorGor1	mGorGor1_numt418
mPonPyg2	mPonPyg2_numt236	mGorGor1	mGorGor1_numt419
mPonPyg2	mPonPyg2_numt236	mGorGor1	mGorGor1_numt421
mPonPyg2	mPonPyg2_numt236	mGorGor1	mGorGor1_numt422
mPonPyg2	mPonPyg2_numt236	mGorGor1	mGorGor1_numt423
mPonPyg2	mPonPyg2_numt236	mGorGor1	mGorGor1_numt424
mPonPyg2	mPonPyg2_numt236	mPanPan1	mPanPan1_numt270
mPonPyg2	mPonPyg2_numt236	mPanPan1	mPanPan1_numt269
mPonPyg2	mPonPyg2_numt236	mPanTro3	mPanTro3_numt262
mPonPyg2	mPonPyg2_numt236	mPanTro3	mPanTro3_numt263
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt238
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt239
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt240
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt243
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt244
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt245
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt249
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt250
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt248
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt253
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt254
mPonPyg2	mPonPyg2_numt236	mPonAbe1	mPonAbe1_numt255
mPonPyg2	mPonPyg2_numt237	mPonAbe1	mPonAbe1_numt237
mPonPyg2	mPonPyg2_numt237	mPonAbe1	mPonAbe1_numt241
mPonPyg2	mPonPyg2_numt237	mPonAbe1	mPonAbe1_numt242
mPonPyg2	mPonPyg2_numt237	mPonAbe1	mPonAbe1_numt246
mPonPyg2	mPonPyg2_numt237	mPonAbe1	mPonAbe1_numt247
mPonPyg2	mPonPyg2_numt237	mPonAbe1	mPonAbe1_numt251
mPonPyg2	mPonPyg2_numt237	mPonAbe1	mPonAbe1_numt252
mPonPyg2	mPonPyg2_numt237	mPonAbe1	mPonAbe1_numt568
mPonPyg2	mPonPyg2_numt238	CHM13	CHM13_numt614
mPonPyg2	mPonPyg2_numt238	CHM13	CHM13_numt615
mPonPyg2	mPonPyg2_numt238	mGorGor1	mGorGor1_numt416
mPonPyg2	mPonPyg2_numt238	mGorGor1	mGorGor1_numt417
mPonPyg2	mPonPyg2_numt238	mGorGor1	mGorGor1_numt418
mPonPyg2	mPonPyg2_numt238	mGorGor1	mGorGor1_numt422
mPonPyg2	mPonPyg2_numt238	mGorGor1	mGorGor1_numt423
mPonPyg2	mPonPyg2_numt238	mGorGor1	mGorGor1_numt424
mPonPyg2	mPonPyg2_numt238	mPanPan1	mPanPan1_numt270
mPonPyg2	mPonPyg2_numt238	mPanPan1	mPanPan1_numt269
mPonPyg2	mPonPyg2_numt238	mPanTro3	mPanTro3_numt262
