NUMT	Bonobo	Chimpanzee	Human	Gorilla	Sorang	Borang
mPanTro3_numt339	1	1	1	1	1	1
mPanTro3_numt340	1	1	1	1	0	0
mPanTro3_numt341	1	1	1	1	1	1
mPanTro3_numt342	1	1	1	1	1	1
mPanTro3_numt343	1	1	1	1	1	1
mPanTro3_numt345	0	1	1	0	0	0
mPanTro3_numt346	1	1	1	1	0	0
mPanTro3_numt347	1	1	1	1	0	0
mPanTro3_numt348	1	1	0	1	0	0
mPanTro3_numt349	1	1	1	1	0	0
mPanTro3_numt350	1	1	1	1	1	1
mPanTro3_numt351	0	1	0	0	0	0
mPanTro3_numt352	1	1	0	1	0	0
mPanTro3_numt353	1	1	1	1	0	0
mPanTro3_numt354	1	1	1	1	0	0
mPanTro3_numt355	1	1	1	1	0	0
mPanTro3_numt356	1	1	1	1	1	1
mPanTro3_numt357	1	1	1	1	1	1
mPanTro3_numt358	1	1	1	1	1	1
mPanTro3_numt359	1	1	1	1	1	1
mPanTro3_numt360	1	1	1	1	0	0
mPanTro3_numt361	1	1	1	1	0	0
mPanTro3_numt362	1	1	1	1	0	0
mPanTro3_numt363	1	1	1	0	0	0
mPanTro3_numt364	1	1	1	0	0	0
mPanTro3_numt365	1	1	1	0	0	0
mPanTro3_numt366	1	1	1	0	0	0
mPanTro3_numt367	1	1	1	0	0	0
mPanTro3_numt368	1	1	1	0	0	0
mPanTro3_numt370	0	1	0	0	0	0
mPanTro3_numt371	1	1	1	1	1	1
mPanTro3_numt372	1	1	1	1	1	1
mPanTro3_numt373	1	1	1	1	1	1
mPanTro3_numt374	1	1	1	1	1	1
mPanTro3_numt375	1	1	1	1	1	1
mPanTro3_numt376	1	1	1	0	0	0
mPanTro3_numt377	1	1	1	0	0	1
mPanTro3_numt378	1	1	1	0	0	0
mPanTro3_numt379	1	1	1	0	1	1
mPanTro3_numt380	1	1	1	1	1	1
mPanTro3_numt381	1	1	1	1	0	0
mPanTro3_numt382	0	1	1	1	1	0
mPanTro3_numt383	1	1	1	0	0	0
mPanTro3_numt384	1	1	1	0	0	0
mPanTro3_numt385	1	1	1	0	0	0
mPanTro3_numt387	1	1	1	1	0	0
mPanTro3_numt388	1	1	1	1	0	0
mPanTro3_numt389	1	1	1	1	0	0
mPanTro3_numt390	1	1	1	1	1	1
mPanTro3_numt391	0	1	0	0	0	0
mPanTro3_numt392	1	1	1	1	0	0
mPanTro3_numt393	1	1	1	1	1	1
mPanTro3_numt394	1	1	0	0	0	0
mPanTro3_numt395	1	1	0	0	0	0
mPanTro3_numt396	1	1	1	1	1	1
mPanTro3_numt397	0	1	0	0	0	0
mPanTro3_numt398	1	1	1	1	1	1
mPanTro3_numt399	1	1	1	1	0	0
mPanTro3_numt400	1	1	1	1	0	0
mPanTro3_numt401	0	1	0	0	0	0
mPanTro3_numt402	1	1	0	0	0	0
mPanTro3_numt403	1	1	1	1	0	0
mPanTro3_numt404	1	1	1	1	0	0
mPanTro3_numt405	1	1	1	1	0	0
mPanTro3_numt406	1	1	1	1	0	0
mPanTro3_numt407	0	1	0	0	0	0
mPanTro3_numt408	1	1	1	1	0	0
mPanTro3_numt409	1	1	1	1	0	0
mPanTro3_numt411	1	1	1	1	0	0
mPanTro3_numt412	0	1	0	0	0	0
mPanTro3_numt413	1	1	0	0	0	0
mPanTro3_numt414	1	1	1	1	1	0
mPanTro3_numt415	0	1	0	0	0	0
mPanTro3_numt416	1	1	1	1	0	0
mPanTro3_numt417	1	1	1	1	0	1
mPanTro3_numt418	1	1	1	1	0	0
mPanTro3_numt419	1	1	1	1	0	1
mPanTro3_numt420	1	1	1	1	0	1
mPanTro3_numt421	1	1	1	1	0	0
mPanTro3_numt422	1	1	1	1	0	0
mPanTro3_numt423	1	1	1	1	0	1
mPanTro3_numt424	1	1	1	1	0	0
mPanTro3_numt425	1	1	1	1	0	1
mPanTro3_numt426	1	1	1	1	0	1
mPanTro3_numt427	1	1	1	1	0	1
mPanTro3_numt428	1	1	0	0	0	0
mPanTro3_numt429	1	1	1	1	1	1
mPanTro3_numt430	1	1	0	0	0	0
mPanTro3_numt431	1	1	1	1	1	1
mPanTro3_numt432	1	1	1	1	1	1
mPanTro3_numt433	1	1	1	1	1	1
mPanTro3_numt434	1	1	0	0	0	0
mPanTro3_numt435	1	1	1	1	1	1
mPanTro3_numt436	1	1	1	1	1	1
mPanTro3_numt437	1	1	1	1	1	1
mPanTro3_numt438	1	1	1	1	1	1
mPanTro3_numt439	1	1	1	0	0	0
mPanTro3_numt440	1	1	1	1	1	1
mPanTro3_numt441	1	1	1	1	0	0
mPanTro3_numt442	1	1	1	0	0	0
mPanTro3_numt443	1	1	1	1	1	1
mPanTro3_numt444	1	1	1	1	1	1
mPanTro3_numt445	1	1	1	1	0	0
mPanTro3_numt446	1	1	1	0	1	1
mPanTro3_numt447	0	1	0	0	0	0
mPanTro3_numt448	0	1	0	0	0	0
mPanTro3_numt449	0	1	0	0	0	0
mPanTro3_numt450	0	1	0	0	0	0
mPanTro3_numt451	1	1	1	0	0	0
mPanTro3_numt452	1	1	1	1	1	1
mPanTro3_numt453	1	1	1	1	0	0
mPanTro3_numt454	1	1	1	1	0	0
mPanTro3_numt455	1	1	1	1	1	1
mPanTro3_numt456	1	1	1	1	0	0
mPanTro3_numt457	1	1	1	1	0	0
mPanTro3_numt458	1	1	0	0	0	0
mPanTro3_numt459	1	1	0	1	0	0
mPanTro3_numt460	1	1	0	1	1	1
mPanTro3_numt461	1	1	0	1	1	1
mPanTro3_numt462	1	1	0	1	1	1
mPanTro3_numt463	1	1	0	1	1	1
mPanTro3_numt464	1	1	0	1	0	0
mPanTro3_numt465	1	1	0	1	0	0
mPanTro3_numt466	1	1	0	1	1	1
mPanTro3_numt467	0	1	0	0	0	0
mPanTro3_numt468	1	1	1	1	1	1
mPanTro3_numt469	1	1	1	1	1	1
mPanTro3_numt470	1	1	1	1	1	1
mPanTro3_numt471	1	1	1	1	1	1
mPanTro3_numt473	1	1	1	1	1	0
mPanTro3_numt474	1	1	1	1	1	1
mPanTro3_numt475	1	1	1	1	1	1
mPanTro3_numt476	0	1	0	0	0	0
mPanTro3_numt477	1	1	1	1	0	0
mPanTro3_numt478	1	1	1	1	1	1
mPanTro3_numt479	1	1	0	0	0	0
mPanTro3_numt480	1	1	0	1	0	0
mPanTro3_numt481	1	1	1	1	1	1
mPanTro3_numt482	1	1	0	0	0	0
mPanTro3_numt483	1	1	1	1	1	1
mPanTro3_numt484	0	1	0	0	0	0
mPanTro3_numt485	1	1	1	0	0	0
mPanTro3_numt486	1	1	1	0	1	1
mPanTro3_numt487	1	1	1	0	1	1
mPanTro3_numt488	1	1	0	0	0	0
mPanTro3_numt489	1	1	1	0	1	0
mPanTro3_numt490	1	1	1	0	1	1
mPanTro3_numt491	1	1	1	0	1	1
mPanTro3_numt492	1	1	1	0	1	1
mPanTro3_numt493	1	1	1	0	1	1
mPanTro3_numt494	1	1	0	0	0	0
mPanTro3_numt495	1	1	0	0	0	0
mPanTro3_numt496	1	1	0	0	0	0
mPanTro3_numt497	1	1	0	0	0	0
mPanTro3_numt498	1	1	0	0	0	0
mPanTro3_numt499	0	1	0	0	0	0
mPanTro3_numt500	1	1	0	1	0	0
mPanTro3_numt501	1	1	0	1	0	0
mPanTro3_numt502	1	1	0	1	0	0
mPanTro3_numt503	1	1	0	0	0	0
mPanTro3_numt504	1	1	0	0	0	0
mPanTro3_numt505	1	1	0	0	0	0
mPanTro3_numt506	0	1	0	0	0	0
mPanTro3_numt507	0	1	0	0	0	0
mPanTro3_numt508	1	1	1	1	1	1
mPanTro3_numt509	1	1	1	1	1	1
mPanTro3_numt510	1	1	1	1	1	1
mPanTro3_numt512	0	1	0	0	0	0
mPanTro3_numt513	1	1	1	1	0	0
mPanTro3_numt514	0	1	0	0	0	0
mPanTro3_numt515	1	1	1	1	1	1
mPanTro3_numt517	1	1	1	1	1	1
mPanTro3_numt518	1	1	0	0	0	0
mPanTro3_numt519	1	1	1	1	1	1
mPanTro3_numt520	1	1	1	1	1	1
mPanTro3_numt521	1	1	0	0	0	0
mPanTro3_numt522	0	1	0	0	0	0
mPanTro3_numt523	1	1	1	1	1	1
mPanTro3_numt525	0	1	1	0	0	0
mPanTro3_numt527	1	1	1	1	0	0
mPanTro3_numt528	1	1	0	0	0	0
mPanTro3_numt529	1	1	0	0	0	0
mPanTro3_numt530	0	1	0	0	0	0
mPanTro3_numt531	0	1	0	0	0	0
mPanTro3_numt532	1	1	1	1	0	0
mPanTro3_numt533	0	1	0	0	0	0
mPanTro3_numt534	1	1	1	1	1	1
mPanTro3_numt535	1	1	1	1	1	1
mPanTro3_numt536	1	1	1	1	1	1
mPanTro3_numt537	1	1	1	1	1	1
mPanTro3_numt538	1	1	0	0	0	0
mPanTro3_numt539	1	1	1	1	0	0
mPanTro3_numt540	1	1	1	1	1	1
mPanTro3_numt541	1	1	1	1	1	1
mPanTro3_numt544	1	1	1	1	1	1
mPanTro3_numt545	1	1	1	1	1	1
mPanTro3_numt546	1	1	1	1	1	1
mPanTro3_numt547	1	1	1	1	0	0
mPanTro3_numt548	1	1	1	1	1	1
mPanTro3_numt549	1	1	1	1	0	0
mPanTro3_numt551	1	1	1	1	1	1
mPanTro3_numt552	1	1	0	0	0	0
mPanTro3_numt553	1	1	1	1	0	0
mPanTro3_numt554	1	1	1	1	0	0
mPanTro3_numt555	0	1	0	0	0	0
mPanTro3_numt556	0	1	0	0	0	0
mPanTro3_numt557	1	1	1	1	1	1
mPanTro3_numt558	1	1	1	1	0	0
mPanTro3_numt559	1	1	1	1	0	0
mPanTro3_numt560	0	1	0	0	0	0
mPanTro3_numt561	0	1	0	0	0	0
mPanTro3_numt562	1	1	1	1	0	0
mPanTro3_numt563	1	1	1	0	0	0
mPanTro3_numt564	1	1	1	1	0	0
mPanTro3_numt565	1	1	1	1	0	0
mPanTro3_numt566	1	1	1	1	0	0
mPanTro3_numt567	1	1	1	1	0	0
mPanTro3_numt568	1	1	0	0	0	0
mPanTro3_numt569	1	1	1	1	1	1
mPanTro3_numt570	1	1	1	1	0	0
mPanTro3_numt571	1	1	1	1	1	1
mPanTro3_numt572	1	1	1	1	0	0
mPanTro3_numt573	1	1	1	1	0	0
mPanTro3_numt575	0	1	1	1	1	1
mPanTro3_numt576	0	1	1	1	0	0
mPanTro3_numt577	0	1	1	1	0	0
mPanTro3_numt578	0	1	1	1	1	1
mPanTro3_numt579	0	1	1	1	1	1
mPanTro3_numt580	0	1	1	1	1	1
mPanTro3_numt581	0	1	1	1	0	0
mPanTro3_numt582	0	1	1	1	0	0
mPanTro3_numt583	0	1	1	1	0	0
mPanTro3_numt584	0	1	1	1	0	0
mPanTro3_numt585	1	1	0	0	0	0
mPanTro3_numt586	0	1	1	0	0	0
mPanTro3_numt587	1	1	1	1	1	1
mPanTro3_numt588	1	1	1	1	1	1
mPanTro3_numt589	1	1	1	1	1	1
mPanTro3_numt590	1	1	1	1	1	1
mPanTro3_numt591	1	1	1	1	1	1
mPanTro3_numt592	1	1	1	1	1	1
mPanTro3_numt593	1	1	1	1	1	1
mPanTro3_numt594	1	1	1	1	1	1
mPanTro3_numt595	1	1	1	1	0	0
mPanTro3_numt596	1	1	1	1	0	0
mPanTro3_numt597	1	1	1	1	1	1
mPanTro3_numt598	1	1	1	1	1	1
mPanTro3_numt599	1	1	1	1	1	1
mPanTro3_numt600	1	1	1	1	0	0
mPanTro3_numt601	1	1	1	1	1	1
mPanTro3_numt602	1	1	1	1	0	0
mPanTro3_numt603	1	1	0	0	0	0
mPanTro3_numt604	1	1	1	0	0	0
mPanTro3_numt605	1	1	1	1	0	0
mPanTro3_numt606	1	1	0	0	0	0
mPanTro3_numt607	1	1	0	1	0	0
mPanTro3_numt608	1	1	1	1	0	0
mPanTro3_numt609	1	1	1	1	1	1
mPanTro3_numt610	1	1	1	1	0	0
mPanTro3_numt611	1	1	1	1	1	1
mPanTro3_numt612	1	1	1	0	1	1
mPanTro3_numt613	1	1	1	0	1	1
mPanTro3_numt614	1	1	1	0	0	0
mPanTro3_numt615	1	1	1	0	1	1
mPanTro3_numt616	0	1	0	0	0	0
mPanTro3_numt617	1	1	1	0	1	1
mPanTro3_numt618	1	1	1	0	1	1
mPanTro3_numt620	1	1	1	0	0	1
mPanTro3_numt621	1	1	0	0	0	0
mPanTro3_numt622	1	1	1	0	1	1
mPanTro3_numt623	1	1	1	0	0	0
mPanTro3_numt624	1	1	1	0	0	0
mPanTro3_numt625	1	1	1	0	1	1
mPanTro3_numt626	1	1	1	0	1	0
mPanTro3_numt627	1	1	1	0	1	1
mPanTro3_numt628	1	1	1	0	1	1
mPanTro3_numt629	1	1	0	0	0	0
mPanTro3_numt630	1	1	1	0	1	1
mPanTro3_numt631	1	1	1	0	1	1
mPanTro3_numt632	1	1	1	0	1	1
mPanTro3_numt633	1	1	1	0	1	1
mPanTro3_numt634	1	1	1	0	1	1
mPanTro3_numt635	1	1	1	0	1	1
mPanTro3_numt636	1	1	1	0	0	0
mPanTro3_numt637	1	1	1	0	0	0
mPanTro3_numt638	1	1	0	0	0	0
mPanTro3_numt639	1	1	1	1	1	1
mPanTro3_numt640	1	1	1	1	1	1
mPanTro3_numt641	1	1	1	1	1	1
mPanTro3_numt642	1	1	1	1	1	1
mPanTro3_numt643	1	1	1	1	1	1
mPanTro3_numt644	1	1	1	1	1	1
mPanTro3_numt645	1	1	1	1	1	1
mPanTro3_numt646	1	1	1	1	0	1
mPanTro3_numt647	1	1	0	1	1	1
mPanTro3_numt648	1	1	1	1	1	1
mPanTro3_numt649	1	1	1	1	1	1
mPanTro3_numt650	1	1	1	1	1	1
mPanTro3_numt651	1	1	1	1	1	1
mPanTro3_numt652	0	1	1	1	1	1
mPanTro3_numt653	1	1	1	1	1	1
mPanTro3_numt654	1	1	0	1	1	1
mPanTro3_numt655	0	1	0	0	0	0
mPanTro3_numt656	1	1	1	1	1	1
mPanTro3_numt657	1	1	1	1	1	1
mPanTro3_numt658	0	1	0	0	0	0
mPanTro3_numt659	0	1	1	1	1	1
mPanTro3_numt660	1	1	1	1	1	0
mPanTro3_numt661	1	1	1	1	1	1
mPanTro3_numt662	1	1	1	1	1	1
mPanTro3_numt663	1	1	1	1	1	1
mPanTro3_numt664	1	1	1	1	1	1
mPanTro3_numt665	1	1	1	1	1	1
mPanTro3_numt666	1	1	1	1	1	1
mPanTro3_numt667	1	1	0	1	1	1
mPanTro3_numt668	1	1	1	1	1	1
mPanTro3_numt669	1	1	1	0	0	0
mPanTro3_numt670	1	1	0	0	1	0
mPanTro3_numt671	1	1	1	0	1	1
mPanTro3_numt672	1	1	1	0	0	1
mPanTro3_numt673	1	1	1	0	0	0
mPanTro3_numt674	1	1	1	1	0	0
mPanTro3_numt675	1	1	1	1	0	0
mPanTro3_numt676	1	1	1	0	1	1
mPanTro3_numt677	1	1	0	0	0	0
mPanTro3_numt678	1	1	1	0	0	0
mPanTro3_numt679	1	1	1	0	0	0
mPanTro3_numt680	1	1	1	0	0	0
mPanTro3_numt681	1	1	1	0	0	0
mPanTro3_numt682	1	1	1	0	0	0
mPanTro3_numt683	1	1	1	0	0	0
mPanTro3_numt684	1	1	1	1	0	0
mPanTro3_numt685	0	1	0	0	0	0
mPanTro3_numt686	1	1	1	1	1	1
mPanTro3_numt687	1	1	1	1	1	1
mPanTro3_numt688	1	1	1	1	0	0
mPanTro3_numt689	1	1	1	0	0	1
mPanTro3_numt690	1	1	1	1	1	1
mPanTro3_numt691	1	1	1	1	0	0
mPanTro3_numt692	0	1	1	1	0	0
mPanTro3_numt693	1	1	1	1	0	0
mPanTro3_numt694	1	1	1	1	1	1
mPanTro3_numt695	1	1	1	1	1	1
mPanTro3_numt696	1	1	1	1	0	0
mPanTro3_numt697	1	1	1	1	0	0
mPanTro3_numt698	1	1	1	1	0	0
mPanTro3_numt699	1	1	1	1	0	0
mPanTro3_numt700	1	1	1	1	0	0
mPanTro3_numt701	1	1	1	1	0	0
mPanTro3_numt702	1	1	1	1	0	0
mPanTro3_numt703	0	1	0	0	0	0
mPanTro3_numt704	1	1	1	1	0	0
mPanTro3_numt705	1	1	1	1	0	0
mPanTro3_numt706	1	1	1	1	0	0
mPanTro3_numt707	1	1	1	1	0	0
mPanTro3_numt708	1	1	1	1	1	1
mPanTro3_numt709	1	1	1	1	1	1
mPanTro3_numt710	1	1	1	1	1	1
mPanTro3_numt711	1	1	1	1	1	1
mPanTro3_numt712	1	1	1	1	1	1
mPanTro3_numt713	1	1	1	1	0	0
mPanTro3_numt714	1	1	1	1	1	1
mPanTro3_numt715	1	1	0	0	0	0
mPanTro3_numt716	1	1	0	0	0	0
mPanTro3_numt717	1	1	0	0	0	0
mPanTro3_numt718	0	1	0	1	0	0
mPanTro3_numt719	1	1	0	0	0	0
mPanTro3_numt720	0	1	0	0	0	0
mPanTro3_numt721	0	1	0	0	0	0
mPanTro3_numt722	0	1	0	0	0	0
mPanTro3_numt723	1	1	1	1	1	1
mPanTro3_numt724	1	1	1	1	1	1
mPanTro3_numt725	1	1	1	1	1	1
mPanTro3_numt726	0	1	1	1	0	0
mPanTro3_numt727	1	1	1	1	1	1
mPanTro3_numt728	1	1	1	0	1	1
mPanTro3_numt729	1	1	1	1	1	1
mPanTro3_numt730	1	1	1	1	1	1
mPanTro3_numt731	1	1	1	1	1	1
mPanTro3_numt732	1	1	1	1	1	0
mPanTro3_numt733	1	1	1	1	1	1
mPanTro3_numt734	1	1	1	1	1	1
mPanTro3_numt735	1	1	1	1	1	1
mPanTro3_numt736	1	1	1	1	1	1
mPanTro3_numt737	1	1	1	1	1	1
mPanTro3_numt738	1	1	0	1	1	1
mPanTro3_numt739	1	1	1	1	1	1
mPanTro3_numt740	1	1	1	1	0	0
mPanTro3_numt741	0	1	1	1	0	0
mPanTro3_numt742	1	1	1	1	0	0
mPanTro3_numt743	1	1	1	1	1	1
mPanTro3_numt744	1	1	1	1	1	1
mPanTro3_numt745	1	1	1	1	1	1
mPanTro3_numt746	1	1	1	1	1	1
mPanTro3_numt747	1	1	1	1	1	1
mPanTro3_numt748	1	1	1	1	0	0
mPanTro3_numt749	1	1	1	1	0	0
mPanTro3_numt750	1	1	1	1	1	1
mPanTro3_numt751	1	1	1	1	1	1
mPanTro3_numt752	1	1	1	1	1	1
mPanTro3_numt753	1	1	1	1	1	1
mPanTro3_numt754	1	1	1	1	1	1
mPanTro3_numt755	1	1	1	1	1	1
mPanTro3_numt756	1	1	1	1	1	1
mPanTro3_numt757	1	1	1	1	1	1
mPanTro3_numt758	1	1	1	1	1	1
mPanTro3_numt759	1	1	1	1	1	1
mPanTro3_numt760	1	1	1	1	1	1
mPanTro3_numt761	1	1	1	1	1	1
mPanTro3_numt762	1	1	1	1	0	0
mPanTro3_numt763	1	1	1	1	1	0
mPanTro3_numt764	1	1	1	1	1	1
mPanTro3_numt765	1	1	1	1	1	1
mPanTro3_numt766	1	1	1	1	1	1
mPanTro3_numt767	1	1	1	1	1	1
mPanTro3_numt768	1	1	1	1	1	1
mPanTro3_numt769	1	1	0	0	0	1
mPanTro3_numt770	1	1	1	1	1	1
mPanTro3_numt771	1	1	1	1	1	1
mPanTro3_numt772	1	1	1	1	0	0
mPanTro3_numt773	1	1	1	1	1	0
mPanTro3_numt774	1	1	1	1	1	1
mPanTro3_numt775	1	1	1	1	1	1
mPanTro3_numt776	1	1	1	1	1	1
mPanTro3_numt777	1	1	1	1	1	1
mPanTro3_numt778	1	1	1	1	1	1
mPanTro3_numt779	0	1	1	0	0	0
mPanTro3_numt780	1	1	0	0	0	0
mPanTro3_numt781	1	1	0	0	0	0
mPanTro3_numt782	1	1	0	0	0	0
mPanTro3_numt783	1	1	0	0	0	0
mPanTro3_numt784	1	1	0	0	0	0
mPanTro3_numt785	1	1	0	0	0	0
mPanTro3_numt786	1	1	0	0	0	0
mPanTro3_numt787	1	1	0	0	0	0
mPanTro3_numt788	1	1	0	0	0	0
mPanTro3_numt789	1	1	0	0	0	0
mPanTro3_numt790	1	1	0	0	0	0
mPanTro3_numt791	1	1	0	0	0	0
mPanTro3_numt792	1	1	0	0	0	0
mPanTro3_numt793	1	1	0	0	0	0
mPanTro3_numt794	1	1	0	0	0	0
mPanTro3_numt795	1	1	0	0	0	0
mPanTro3_numt796	1	1	0	0	0	0
mPanTro3_numt797	1	1	0	0	0	0
mPanTro3_numt798	1	1	0	0	0	0
mPanTro3_numt799	1	1	0	0	0	0
mPanTro3_numt800	1	1	0	0	0	0
mPanTro3_numt801	1	1	0	0	0	0
mPanTro3_numt802	1	1	0	0	0	0
mPanTro3_numt803	1	1	0	0	0	0
mPanTro3_numt804	1	1	0	0	0	0
mPanTro3_numt805	1	1	0	0	0	0
mPanTro3_numt806	1	1	0	0	0	0
mPanTro3_numt807	1	1	0	0	0	0
mPanTro3_numt808	1	1	0	0	0	0
mPanTro3_numt809	1	1	0	0	0	0
mPanTro3_numt810	1	1	0	0	0	0
mPanTro3_numt811	1	1	0	0	0	0
mPanTro3_numt812	1	1	0	0	0	0
mPanTro3_numt813	1	1	0	0	0	0
mPanTro3_numt814	1	1	0	0	0	0
mPanTro3_numt815	1	1	0	0	0	0
mPanTro3_numt816	1	1	0	0	0	0
mPanTro3_numt817	1	1	0	0	0	0
mPanTro3_numt818	1	1	0	0	0	0
mPanTro3_numt819	1	1	0	0	0	0
mPanTro3_numt820	1	1	0	0	0	0
mPanTro3_numt821	1	1	0	0	0	0
mPanTro3_numt822	1	1	0	0	0	0
mPonAbe1_numt1	1	1	1	1	1	1
mPonAbe1_numt2	1	1	1	1	1	1
mPonAbe1_numt3	0	0	0	0	1	1
mPonAbe1_numt4	0	0	0	0	1	1
mPonAbe1_numt5	0	0	0	0	1	1
mPonAbe1_numt6	0	0	0	0	1	1
mPonAbe1_numt7	0	0	1	0	1	1
mPonAbe1_numt8	0	0	1	0	1	1
mPonAbe1_numt9	0	0	1	0	1	1
mPonAbe1_numt10	0	0	1	0	1	1
mPonAbe1_numt11	0	0	1	0	1	1
mPonAbe1_numt12	0	0	0	0	1	1
mPonAbe1_numt13	0	0	0	0	1	1
mPonAbe1_numt14	0	0	0	0	1	1
mPonAbe1_numt16	0	0	0	0	1	0
mPonAbe1_numt17	0	0	0	0	1	1
mPonAbe1_numt18	1	1	1	1	1	1
mPonAbe1_numt19	0	0	0	0	1	1
mPonAbe1_numt20	0	0	0	0	1	1
mPonAbe1_numt21	0	0	1	0	1	1
mPonAbe1_numt22	0	0	0	0	1	0
mPonAbe1_numt23	0	0	0	0	1	0
mPonAbe1_numt24	1	0	0	0	1	1
mPonAbe1_numt25	1	0	0	0	1	1
mPonAbe1_numt26	1	0	0	0	1	1
mPonAbe1_numt27	1	0	0	0	1	1
mPonAbe1_numt28	0	0	0	0	1	1
mPonAbe1_numt29	0	0	0	0	1	1
mPonAbe1_numt30	0	0	0	0	1	1
mPonAbe1_numt31	0	0	0	0	1	1
mPonAbe1_numt32	0	0	0	0	1	1
mPonAbe1_numt33	0	0	0	0	1	1
mPonAbe1_numt34	0	0	0	0	1	1
mPonAbe1_numt35	0	0	0	0	1	1
mPonAbe1_numt36	0	0	0	1	1	1
mPonAbe1_numt37	0	0	0	0	1	1
mPonAbe1_numt38	0	1	1	1	1	1
mPonAbe1_numt39	0	0	0	0	1	1
mPonAbe1_numt40	0	0	0	0	1	1
mPonAbe1_numt41	0	0	0	0	1	1
mPonAbe1_numt42	0	0	0	0	1	1
mPonAbe1_numt43	0	0	0	0	1	1
mPonAbe1_numt44	0	1	1	1	1	1
mPonAbe1_numt45	0	1	1	1	1	1
mPonAbe1_numt46	0	1	1	1	1	1
mPonAbe1_numt48	0	1	1	1	1	1
mPonAbe1_numt49	0	1	1	1	1	1
mPonAbe1_numt50	0	0	0	0	1	1
mPonAbe1_numt51	0	0	0	0	1	1
mPonAbe1_numt52	0	0	0	0	1	1
mPonAbe1_numt53	0	0	0	0	1	1
mPonAbe1_numt54	1	1	1	1	1	1
mPonAbe1_numt55	0	0	0	0	1	0
mPonAbe1_numt56	1	1	1	1	1	1
mPonAbe1_numt57	1	1	1	1	1	1
mPonAbe1_numt58	1	1	1	1	1	1
mPonAbe1_numt59	0	0	0	0	1	0
mPonAbe1_numt60	1	0	1	1	1	1
mPonAbe1_numt61	1	1	1	1	1	1
mPonAbe1_numt62	1	1	1	1	1	1
mPonAbe1_numt63	1	1	1	1	1	1
mPonAbe1_numt64	1	1	1	1	1	1
mPonAbe1_numt66	0	0	0	0	1	1
mPonAbe1_numt67	1	1	1	1	1	1
mPonAbe1_numt68	1	1	1	1	1	1
mPonAbe1_numt69	1	1	1	1	1	1
mPonAbe1_numt70	1	1	1	1	1	1
mPonAbe1_numt71	0	0	0	0	1	1
mPonAbe1_numt72	1	1	1	1	1	1
mPonAbe1_numt73	1	1	1	1	1	1
mPonAbe1_numt74	0	0	0	0	1	1
mPonAbe1_numt75	1	1	1	1	1	1
mPonAbe1_numt76	1	1	1	1	1	1
mPonAbe1_numt77	1	1	1	1	1	1
mPonAbe1_numt78	0	0	0	0	1	1
mPonAbe1_numt79	1	1	0	1	1	1
mPonAbe1_numt80	0	0	0	1	1	1
mPonAbe1_numt81	0	0	0	0	1	1
mPonAbe1_numt82	0	0	0	0	1	1
mPonAbe1_numt83	0	0	0	0	1	1
mPonAbe1_numt84	0	0	0	0	1	0
mPonAbe1_numt85	0	0	0	0	1	0
mPonAbe1_numt86	0	0	1	1	1	1
mPonAbe1_numt87	0	0	1	1	1	1
mPonAbe1_numt88	0	0	0	0	1	1
mPonAbe1_numt89	1	1	0	1	1	0
mPonAbe1_numt90	0	0	0	0	1	1
mPonAbe1_numt91	0	0	0	1	1	1
mPonAbe1_numt92	1	1	0	1	1	1
mPonAbe1_numt93	0	0	0	0	1	1
mPonAbe1_numt94	1	1	0	1	1	1
mPonAbe1_numt95	0	0	0	0	1	1
mPonAbe1_numt96	1	1	0	1	1	1
mPonAbe1_numt97	1	1	0	1	1	1
mPonAbe1_numt98	1	1	0	1	1	1
mPonAbe1_numt100	0	0	0	0	1	1
mPonAbe1_numt101	0	0	0	0	1	1
mPonAbe1_numt102	0	0	0	1	1	1
mPonAbe1_numt103	0	0	0	0	1	0
mPonAbe1_numt104	0	0	0	0	1	1
mPonAbe1_numt105	1	1	0	1	1	1
mPonAbe1_numt106	1	1	0	1	1	1
mPonAbe1_numt107	1	1	0	1	1	1
mPonAbe1_numt108	0	0	0	0	1	1
mPonAbe1_numt109	0	0	0	0	1	1
mPonAbe1_numt110	0	1	0	1	1	1
mPonAbe1_numt111	1	1	0	1	1	1
mPonAbe1_numt112	1	1	0	1	1	1
mPonAbe1_numt113	1	1	0	1	1	1
mPonAbe1_numt114	1	1	0	1	1	1
mPonAbe1_numt115	1	1	0	1	1	1
mPonAbe1_numt116	1	1	0	1	1	1
mPonAbe1_numt117	1	1	0	1	1	1
mPonAbe1_numt118	1	1	0	1	1	1
mPonAbe1_numt119	1	1	0	1	1	1
mPonAbe1_numt121	1	1	1	1	1	1
mPonAbe1_numt122	1	1	1	1	1	1
mPonAbe1_numt123	1	1	1	1	1	1
mPonAbe1_numt124	1	1	1	1	1	1
mPonAbe1_numt125	1	1	1	1	1	1
mPonAbe1_numt126	1	1	1	1	1	1
mPonAbe1_numt127	1	1	0	0	1	1
mPonAbe1_numt128	1	1	0	0	1	1
mPonAbe1_numt129	1	1	0	0	1	1
mPonAbe1_numt130	1	1	0	0	1	1
mPonAbe1_numt131	0	0	1	1	1	1
mPonAbe1_numt132	0	0	1	1	1	1
mPonAbe1_numt133	0	0	1	1	1	1
mPonAbe1_numt134	0	0	1	1	1	1
mPonAbe1_numt135	0	0	1	1	1	1
mPonAbe1_numt136	0	0	0	0	1	1
