Query_Species	NUMT	NUMT_info	Loci
mPanTro3	mPanTro3_numt760	NUMT_1073bp_65%,NUMT_981bp_65%	+::chrX_hap1_hsaX:100405091-100406164
mPanTro3	mPanTro3_numt761	NUMT_1041bp_67%	+::chrX_hap1_hsaX:100407302-100408343
mPanTro3	mPanTro3_numt762	NUMT_117bp_82%	+::chrX_hap1_hsaX:100410454-100410571
mPanTro3	mPanTro3_numt763	NUMT_3296bp_65%	+::chrX_hap1_hsaX:100412168-100415464
mPanTro3	mPanTro3_numt764	NUMT_264bp_68%	+::chrX_hap1_hsaX:100415772-100416036
mPanTro3	mPanTro3_numt765	NUMT_1184bp_70%,NUMT_1193bp_70%	+::chrX_hap1_hsaX:100416633-100417826
mPanTro3	mPanTro3_numt766	NUMT_82bp_82%	+::chrX_hap1_hsaX:108920237-108920319
mPanTro3	mPanTro3_numt767	NUMT_86bp_88%	-::chrX_hap1_hsaX:108920321-108920407
mPanTro3	mPanTro3_numt768	NUMT_1323bp_75%	+::chrX_hap1_hsaX:124226053-124227376
mPanTro3	mPanTro3_numt769	NUMT_507bp_70%	+::chrX_hap1_hsaX:124227677-124228184
mPanTro3	mPanTro3_numt770	NUMT_127bp_84%,NUMT_133bp_84%	+::chrX_hap1_hsaX:124228718-124228851
mPanTro3	mPanTro3_numt771	NUMT_130bp_73%	-::chrX_hap1_hsaX:133512615-133512745
mPanTro3	mPanTro3_numt772	NUMT_75bp_82%	+::chrX_hap1_hsaX:133669515-133669590
mPanTro3	mPanTro3_numt773	NUMT_1609bp_74%,NUMT_1610bp_74%	+::chrX_hap1_hsaX:140884492-140886102
mPanTro3	mPanTro3_numt774	NUMT_406bp_77%	+::chrX_hap1_hsaX:140886260-140886666
mPanTro3	mPanTro3_numt775	NUMT_1709bp_72%	+::chrX_hap1_hsaX:140886984-140888693
mPanTro3	mPanTro3_numt776	NUMT_630bp_66%	+::chrX_hap1_hsaX:140889052-140889682
mPanTro3	mPanTro3_numt777	NUMT_53bp_87%	-::chrX_hap1_hsaX:140998712-140998765
mPanTro3	mPanTro3_numt778	NUMT_77bp_81%	+::chrX_hap1_hsaX:144124258-144124335
mPanTro3	mPanTro3_numt779	NUMT_148bp_75%	-::chrY_hap2_hsaY:4885576-4885724
mPanTro3	mPanTro3_numt780	NUMT_4314bp_74%,NUMT_4340bp_74%	-::chrY_hap2_hsaY:5686495-5690835
mPanTro3	mPanTro3_numt781	NUMT_326bp_72%	-::chrY_hap2_hsaY:5691447-5691773
mPanTro3	mPanTro3_numt782	NUMT_1707bp_70%	-::chrY_hap2_hsaY:5692071-5693778
mPanTro3	mPanTro3_numt783	NUMT_1581bp_70%	+::chrY_hap2_hsaY:6439769-6441350
mPanTro3	mPanTro3_numt784	NUMT_228bp_71%	+::chrY_hap2_hsaY:6441748-6441976
mPanTro3	mPanTro3_numt785	NUMT_4349bp_76%,NUMT_4353bp_76%	+::chrY_hap2_hsaY:6442593-6446946
mPanTro3	mPanTro3_numt786	NUMT_4349bp_76%,NUMT_4353bp_76%	-::chrY_hap2_hsaY:6547318-6551671
mPanTro3	mPanTro3_numt787	NUMT_228bp_71%	-::chrY_hap2_hsaY:6552288-6552516
mPanTro3	mPanTro3_numt788	NUMT_1581bp_70%	-::chrY_hap2_hsaY:6552914-6554495
mPanTro3	mPanTro3_numt789	NUMT_4312bp_74%,NUMT_4338bp_74%	-::chrY_hap2_hsaY:11174211-11178549
mPanTro3	mPanTro3_numt790	NUMT_326bp_72%	-::chrY_hap2_hsaY:11179161-11179487
mPanTro3	mPanTro3_numt791	NUMT_1685bp_69%	-::chrY_hap2_hsaY:11179785-11181470
mPanTro3	mPanTro3_numt792	NUMT_1581bp_71%	+::chrY_hap2_hsaY:11927478-11929059
mPanTro3	mPanTro3_numt793	NUMT_228bp_71%	+::chrY_hap2_hsaY:11929457-11929685
mPanTro3	mPanTro3_numt794	NUMT_4346bp_76%,NUMT_4350bp_76%	+::chrY_hap2_hsaY:11930302-11934652
mPanTro3	mPanTro3_numt795	NUMT_1567bp_70%	+::chrY_hap2_hsaY:15509777-15511344
mPanTro3	mPanTro3_numt796	NUMT_228bp_71%	+::chrY_hap2_hsaY:15511742-15511970
mPanTro3	mPanTro3_numt797	NUMT_4327bp_76%,NUMT_4331bp_76%	+::chrY_hap2_hsaY:15512587-15516918
mPanTro3	mPanTro3_numt798	NUMT_4347bp_76%,NUMT_4351bp_76%	-::chrY_hap2_hsaY:15617351-15621702
mPanTro3	mPanTro3_numt799	NUMT_228bp_71%	-::chrY_hap2_hsaY:15622319-15622547
mPanTro3	mPanTro3_numt800	NUMT_1581bp_70%	-::chrY_hap2_hsaY:15622945-15624526
mPanTro3	mPanTro3_numt801	NUMT_1581bp_70%	+::chrY_hap2_hsaY:16246575-16248156
mPanTro3	mPanTro3_numt802	NUMT_228bp_71%	+::chrY_hap2_hsaY:16248554-16248782
mPanTro3	mPanTro3_numt803	NUMT_4347bp_76%,NUMT_4351bp_76%	+::chrY_hap2_hsaY:16249399-16253750
mPanTro3	mPanTro3_numt804	NUMT_4327bp_76%,NUMT_4331bp_76%	-::chrY_hap2_hsaY:16354149-16358480
mPanTro3	mPanTro3_numt805	NUMT_228bp_71%	-::chrY_hap2_hsaY:16359097-16359325
mPanTro3	mPanTro3_numt806	NUMT_1567bp_70%	-::chrY_hap2_hsaY:16359723-16361290
mPanTro3	mPanTro3_numt807	NUMT_1567bp_70%	+::chrY_hap2_hsaY:16981484-16983051
mPanTro3	mPanTro3_numt808	NUMT_4324bp_76%,NUMT_4328bp_76%	+::chrY_hap2_hsaY:16984294-16988622
mPanTro3	mPanTro3_numt809	NUMT_4321bp_76%,NUMT_4325bp_76%	-::chrY_hap2_hsaY:17085780-17090105
mPanTro3	mPanTro3_numt810	NUMT_1567bp_70%	-::chrY_hap2_hsaY:17091348-17092915
mPanTro3	mPanTro3_numt811	NUMT_4313bp_74%,NUMT_4339bp_74%	-::chrY_hap2_hsaY:20640275-20644614
mPanTro3	mPanTro3_numt812	NUMT_326bp_72%	-::chrY_hap2_hsaY:20645226-20645552
mPanTro3	mPanTro3_numt813	NUMT_1707bp_70%	-::chrY_hap2_hsaY:20645850-20647557
mPanTro3	mPanTro3_numt814	NUMT_1581bp_70%	+::chrY_hap2_hsaY:21394320-21395901
mPanTro3	mPanTro3_numt815	NUMT_4327bp_76%,NUMT_4331bp_76%	+::chrY_hap2_hsaY:21397144-21401475
mPanTro3	mPanTro3_numt816	NUMT_4345bp_76%,NUMT_4349bp_76%	-::chrY_hap2_hsaY:21501797-21506146
mPanTro3	mPanTro3_numt817	NUMT_228bp_71%	-::chrY_hap2_hsaY:21506763-21506991
mPanTro3	mPanTro3_numt818	NUMT_1581bp_71%	-::chrY_hap2_hsaY:21507389-21508970
mPanTro3	mPanTro3_numt819	NUMT_1567bp_70%	+::chrY_hap2_hsaY:23845109-23846676
mPanTro3	mPanTro3_numt820	NUMT_4325bp_76%,NUMT_4329bp_76%	+::chrY_hap2_hsaY:23847919-23852248
mPanTro3	mPanTro3_numt821	NUMT_4349bp_76%,NUMT_4353bp_76%	-::chrY_hap2_hsaY:23952663-23957016
mPanTro3	mPanTro3_numt822	NUMT_1557bp_70%	-::chrY_hap2_hsaY:23958259-23959816
