Query_Species	NUMT	NUMT_info	Loci	DB_Species	Matches	Counts
mPanTro3	mPanTro3_numt437	NUMT_95bp_79%	-::chr2_hap1_hsa3:169381294-169381389	HG02572	['+::HG02572#1#CM088152.1:168103253-168104332']	1
mPanTro3	mPanTro3_numt437	NUMT_95bp_79%	-::chr2_hap1_hsa3:169381294-169381389	HG04184	['+::HG04184#1#CM086458.1:168615055-168616133']	1
mPanTro3	mPanTro3_numt438	NUMT_421bp_70%	-::chr2_hap1_hsa3:169381725-169382146	HG002	['+::HG002#1#chr3:169224267-169225672']	1
mPanTro3	mPanTro3_numt438	NUMT_421bp_70%	-::chr2_hap1_hsa3:169381725-169382146	HG00597	['+::HG00597#1#CM085768.1:167996897-167998302']	1
mPanTro3	mPanTro3_numt438	NUMT_421bp_70%	-::chr2_hap1_hsa3:169381725-169382146	HG01358	['+::HG01358#1#CM089052.1:169592660-169594065']	1
mPanTro3	mPanTro3_numt438	NUMT_421bp_70%	-::chr2_hap1_hsa3:169381725-169382146	HG02572	['+::HG02572#1#CM088152.1:168103684-168105089']	1
mPanTro3	mPanTro3_numt438	NUMT_421bp_70%	-::chr2_hap1_hsa3:169381725-169382146	HG04184	['+::HG04184#1#CM086458.1:168615485-168616890']	1
mPanTro3	mPanTro3_numt439	NUMT_775bp_73%	-::chr2_hap1_hsa3:169387083-169387858	HG002	['+::HG002#1#chr3:169229613-169231386']	1
mPanTro3	mPanTro3_numt439	NUMT_775bp_73%	-::chr2_hap1_hsa3:169387083-169387858	HG00597	['+::HG00597#1#CM085768.1:168002243-168004018']	1
mPanTro3	mPanTro3_numt439	NUMT_775bp_73%	-::chr2_hap1_hsa3:169387083-169387858	HG01358	['+::HG01358#1#CM089052.1:169598006-169599779']	1
mPanTro3	mPanTro3_numt439	NUMT_775bp_73%	-::chr2_hap1_hsa3:169387083-169387858	HG02572	['+::HG02572#1#CM088152.1:168109030-168110802']	1
mPanTro3	mPanTro3_numt439	NUMT_775bp_73%	-::chr2_hap1_hsa3:169387083-169387858	HG04184	['+::HG04184#1#CM086458.1:168620831-168622606']	1
mPanTro3	mPanTro3_numt440	NUMT_71bp_85%	+::chr2_hap1_hsa3:173092771-173092842	HG002	['+::HG002#1#chr3:172936164-172937235']	1
mPanTro3	mPanTro3_numt440	NUMT_71bp_85%	+::chr2_hap1_hsa3:173092771-173092842	HG00597	['+::HG00597#1#CM085768.1:171713355-171714426']	1
mPanTro3	mPanTro3_numt440	NUMT_71bp_85%	+::chr2_hap1_hsa3:173092771-173092842	HG01358	['+::HG01358#1#CM089052.1:173303137-173304208']	1
mPanTro3	mPanTro3_numt440	NUMT_71bp_85%	+::chr2_hap1_hsa3:173092771-173092842	HG02572	['+::HG02572#1#CM088152.1:171814646-171815717']	1
mPanTro3	mPanTro3_numt440	NUMT_71bp_85%	+::chr2_hap1_hsa3:173092771-173092842	HG04184	['+::HG04184#1#CM086458.1:172332538-172333609']	1
mPanTro3	mPanTro3_numt441	NUMT_230bp_85%	+::chr2_hap1_hsa3:174680453-174680683	HG002	['+::HG002#1#chr3:174533734-174534964']	1
mPanTro3	mPanTro3_numt441	NUMT_230bp_85%	+::chr2_hap1_hsa3:174680453-174680683	HG00597	['+::HG00597#1#CM085768.1:173311497-173312727']	1
mPanTro3	mPanTro3_numt441	NUMT_230bp_85%	+::chr2_hap1_hsa3:174680453-174680683	HG01358	['+::HG01358#1#CM089052.1:174900946-174902176']	1
mPanTro3	mPanTro3_numt441	NUMT_230bp_85%	+::chr2_hap1_hsa3:174680453-174680683	HG02572	['+::HG02572#1#CM088152.1:173412943-173414173']	1
mPanTro3	mPanTro3_numt441	NUMT_230bp_85%	+::chr2_hap1_hsa3:174680453-174680683	HG04184	['+::HG04184#1#CM086458.1:173930876-173932106']	1
mPanTro3	mPanTro3_numt442	NUMT_73bp_82%	+::chr2_hap1_hsa3:179388531-179388604	HG002	['+::HG002#1#chr3:179226114-179227187']	1
mPanTro3	mPanTro3_numt442	NUMT_73bp_82%	+::chr2_hap1_hsa3:179388531-179388604	HG00597	['+::HG00597#1#CM085768.1:178006422-178007495']	1
mPanTro3	mPanTro3_numt442	NUMT_73bp_82%	+::chr2_hap1_hsa3:179388531-179388604	HG01358	['+::HG01358#1#CM089052.1:179586551-179587624']	1
mPanTro3	mPanTro3_numt442	NUMT_73bp_82%	+::chr2_hap1_hsa3:179388531-179388604	HG02572	['+::HG02572#1#CM088152.1:178092659-178093732']	1
mPanTro3	mPanTro3_numt442	NUMT_73bp_82%	+::chr2_hap1_hsa3:179388531-179388604	HG04184	['+::HG04184#1#CM086458.1:178618320-178619393']	1
mPanTro3	mPanTro3_numt443	NUMT_119bp_84%	+::chr2_hap1_hsa3:180166225-180166344	HG002	['+::HG002#1#chr3:179983025-179983984']	1
mPanTro3	mPanTro3_numt443	NUMT_119bp_84%	+::chr2_hap1_hsa3:180166225-180166344	HG00597	['+::HG00597#1#CM085768.1:178757101-178758060']	1
mPanTro3	mPanTro3_numt443	NUMT_119bp_84%	+::chr2_hap1_hsa3:180166225-180166344	HG01358	['+::HG01358#1#CM089052.1:180337658-180338778']	1
mPanTro3	mPanTro3_numt443	NUMT_119bp_84%	+::chr2_hap1_hsa3:180166225-180166344	HG02572	['+::HG02572#1#CM088152.1:178850017-178850976']	1
mPanTro3	mPanTro3_numt443	NUMT_119bp_84%	+::chr2_hap1_hsa3:180166225-180166344	HG04184	['+::HG04184#1#CM086458.1:179375817-179376937']	1
mPanTro3	mPanTro3_numt444	NUMT_310bp_78%	-::chr2_hap1_hsa3:180210583-180210893	HG002	['+::HG002#1#chr3:180027260-180028529']	1
mPanTro3	mPanTro3_numt444	NUMT_310bp_78%	-::chr2_hap1_hsa3:180210583-180210893	HG00597	['+::HG00597#1#CM085768.1:178801344-178802613']	1
mPanTro3	mPanTro3_numt444	NUMT_310bp_78%	-::chr2_hap1_hsa3:180210583-180210893	HG01358	['+::HG01358#1#CM089052.1:180382054-180383323']	1
mPanTro3	mPanTro3_numt444	NUMT_310bp_78%	-::chr2_hap1_hsa3:180210583-180210893	HG02572	['+::HG02572#1#CM088152.1:178894279-178895548']	1
mPanTro3	mPanTro3_numt444	NUMT_310bp_78%	-::chr2_hap1_hsa3:180210583-180210893	HG04184	['+::HG04184#1#CM086458.1:179420222-179421491']	1
mPanTro3	mPanTro3_numt445	NUMT_151bp_71%	-::chr2_hap1_hsa3:189241149-189241300	HG002	['+::HG002#1#chr3:189087372-189088502']	1
mPanTro3	mPanTro3_numt445	NUMT_151bp_71%	-::chr2_hap1_hsa3:189241149-189241300	HG00597	['+::HG00597#1#CM085768.1:187867619-187868749']	1
mPanTro3	mPanTro3_numt445	NUMT_151bp_71%	-::chr2_hap1_hsa3:189241149-189241300	HG01358	['+::HG01358#1#CM089052.1:189445482-189446612']	1
mPanTro3	mPanTro3_numt445	NUMT_151bp_71%	-::chr2_hap1_hsa3:189241149-189241300	HG02572	['+::HG02572#1#CM088152.1:187948275-187949406']	1
mPanTro3	mPanTro3_numt445	NUMT_151bp_71%	-::chr2_hap1_hsa3:189241149-189241300	HG04184	['+::HG04184#1#CM086458.1:188476656-188477786']	1
mPanTro3	mPanTro3_numt446	NUMT_70bp_83%	+::chr2_hap1_hsa3:190638055-190638125	HG002	['+::HG002#1#chr3:190490957-190492024']	1
mPanTro3	mPanTro3_numt446	NUMT_70bp_83%	+::chr2_hap1_hsa3:190638055-190638125	HG00597	['+::HG00597#1#CM085768.1:189273667-189274732']	1
mPanTro3	mPanTro3_numt446	NUMT_70bp_83%	+::chr2_hap1_hsa3:190638055-190638125	HG01358	['+::HG01358#1#CM089052.1:190854460-190855525']	1
mPanTro3	mPanTro3_numt446	NUMT_70bp_83%	+::chr2_hap1_hsa3:190638055-190638125	HG02572	['+::HG02572#1#CM088152.1:189357542-189358609']	1
mPanTro3	mPanTro3_numt446	NUMT_70bp_83%	+::chr2_hap1_hsa3:190638055-190638125	HG04184	['+::HG04184#1#CM086458.1:189880216-189881283']	1
mPanTro3	mPanTro3_numt451	NUMT_178bp_74%	+::chr3_hap1_hsa4:5728857-5729035	HG002	['+::HG002#1#chr4:5404281-5405467']	1
mPanTro3	mPanTro3_numt451	NUMT_178bp_74%	+::chr3_hap1_hsa4:5728857-5729035	HG00597	['+::HG00597#1#JBHDUU010000049.1:5377106-5378292']	1
mPanTro3	mPanTro3_numt451	NUMT_178bp_74%	+::chr3_hap1_hsa4:5728857-5729035	HG01358	['+::HG01358#1#CM089053.1:5367180-5368365']	1
mPanTro3	mPanTro3_numt451	NUMT_178bp_74%	+::chr3_hap1_hsa4:5728857-5729035	HG02572	['+::HG02572#1#CM088153.1:5402954-5404139']	1
mPanTro3	mPanTro3_numt451	NUMT_178bp_74%	+::chr3_hap1_hsa4:5728857-5729035	HG04184	['+::HG04184#1#JBHDSH010000004.1:5418129-5419314']	1
mPanTro3	mPanTro3_numt452	NUMT_603bp_80%	-::chr3_hap1_hsa4:14995980-14996583	HG002	['+::HG002#1#chr4:14667613-14669220']	1
mPanTro3	mPanTro3_numt452	NUMT_603bp_80%	-::chr3_hap1_hsa4:14995980-14996583	HG00597	['+::HG00597#1#JBHDUU010000049.1:14416080-14417687']	1
mPanTro3	mPanTro3_numt452	NUMT_603bp_80%	-::chr3_hap1_hsa4:14995980-14996583	HG01358	['+::HG01358#1#CM089053.1:14245188-14246795']	1
mPanTro3	mPanTro3_numt452	NUMT_603bp_80%	-::chr3_hap1_hsa4:14995980-14996583	HG02572	['+::HG02572#1#CM088153.1:14560878-14562482']	1
mPanTro3	mPanTro3_numt452	NUMT_603bp_80%	-::chr3_hap1_hsa4:14995980-14996583	HG04184	['+::HG04184#1#JBHDSH010000004.1:14512724-14514331']	1
mPanTro3	mPanTro3_numt453	NUMT_290bp_86%	+::chr3_hap1_hsa4:17542056-17542346	HG002	['+::HG002#1#chr4:17227096-17228386']	1
mPanTro3	mPanTro3_numt453	NUMT_290bp_86%	+::chr3_hap1_hsa4:17542056-17542346	HG00597	['+::HG00597#1#JBHDUU010000049.1:16981364-16982654']	1
mPanTro3	mPanTro3_numt453	NUMT_290bp_86%	+::chr3_hap1_hsa4:17542056-17542346	HG01358	['+::HG01358#1#CM089053.1:16810731-16812021']	1
mPanTro3	mPanTro3_numt453	NUMT_290bp_86%	+::chr3_hap1_hsa4:17542056-17542346	HG02572	['+::HG02572#1#CM088153.1:17123399-17124689']	1
mPanTro3	mPanTro3_numt453	NUMT_290bp_86%	+::chr3_hap1_hsa4:17542056-17542346	HG04184	['+::HG04184#1#JBHDSH010000004.1:17074920-17076210']	1
mPanTro3	mPanTro3_numt454	NUMT_979bp_72%	-::chr3_hap1_hsa4:26177698-26178677	HG002	['+::HG002#1#chr4:25871748-25873727']	1
mPanTro3	mPanTro3_numt454	NUMT_979bp_72%	-::chr3_hap1_hsa4:26177698-26178677	HG00597	['+::HG00597#1#JBHDUU010000049.1:25636047-25638026']	1
mPanTro3	mPanTro3_numt454	NUMT_979bp_72%	-::chr3_hap1_hsa4:26177698-26178677	HG01358	['+::HG01358#1#CM089053.1:25460850-25462829']	1
mPanTro3	mPanTro3_numt454	NUMT_979bp_72%	-::chr3_hap1_hsa4:26177698-26178677	HG02572	['+::HG02572#1#CM088153.1:25750943-25752922']	1
mPanTro3	mPanTro3_numt454	NUMT_979bp_72%	-::chr3_hap1_hsa4:26177698-26178677	HG04184	['+::HG04184#1#JBHDSH010000004.1:25732552-25734531']	1
mPanTro3	mPanTro3_numt455	NUMT_1845bp_75%	-::chr3_hap1_hsa4:26178996-26180841	HG002	['+::HG002#1#chr4:25873049-25875891']	1
mPanTro3	mPanTro3_numt455	NUMT_1845bp_75%	-::chr3_hap1_hsa4:26178996-26180841	HG00597	['+::HG00597#1#JBHDUU010000049.1:25637348-25640192']	1
mPanTro3	mPanTro3_numt455	NUMT_1845bp_75%	-::chr3_hap1_hsa4:26178996-26180841	HG01358	['+::HG01358#1#CM089053.1:25462151-25464995']	1
mPanTro3	mPanTro3_numt455	NUMT_1845bp_75%	-::chr3_hap1_hsa4:26178996-26180841	HG02572	['+::HG02572#1#CM088153.1:25752244-25755088']	1
mPanTro3	mPanTro3_numt455	NUMT_1845bp_75%	-::chr3_hap1_hsa4:26178996-26180841	HG04184	['+::HG04184#1#JBHDSH010000004.1:25733853-25736695']	1
mPanTro3	mPanTro3_numt456	NUMT_151bp_93%	-::chr3_hap1_hsa4:28181702-28181853	HG002	['+::HG002#1#chr4:27885138-27886295']	1
mPanTro3	mPanTro3_numt456	NUMT_151bp_93%	-::chr3_hap1_hsa4:28181702-28181853	HG00597	['+::HG00597#1#JBHDUU010000049.1:27650425-27651582']	1
mPanTro3	mPanTro3_numt456	NUMT_151bp_93%	-::chr3_hap1_hsa4:28181702-28181853	HG01358	['+::HG01358#1#CM089053.1:27476875-27478032']	1
mPanTro3	mPanTro3_numt456	NUMT_151bp_93%	-::chr3_hap1_hsa4:28181702-28181853	HG02572	['+::HG02572#1#CM088153.1:27761848-27763005']	1
mPanTro3	mPanTro3_numt456	NUMT_151bp_93%	-::chr3_hap1_hsa4:28181702-28181853	HG04184	['+::HG04184#1#JBHDSH010000004.1:27747387-27748544']	1
mPanTro3	mPanTro3_numt457	NUMT_848bp_73%	-::chr3_hap1_hsa4:31314979-31315827	HG002	['+::HG002#1#chr4:31039276-31041128']	1
mPanTro3	mPanTro3_numt457	NUMT_848bp_73%	-::chr3_hap1_hsa4:31314979-31315827	HG00597	['+::HG00597#1#JBHDUU010000049.1:30807013-30808865']	1
mPanTro3	mPanTro3_numt457	NUMT_848bp_73%	-::chr3_hap1_hsa4:31314979-31315827	HG01358	['+::HG01358#1#CM089053.1:30635785-30637637']	1
mPanTro3	mPanTro3_numt457	NUMT_848bp_73%	-::chr3_hap1_hsa4:31314979-31315827	HG02572	['+::HG02572#1#CM088153.1:30914666-30916518']	1
mPanTro3	mPanTro3_numt457	NUMT_848bp_73%	-::chr3_hap1_hsa4:31314979-31315827	HG04184	['+::HG04184#1#JBHDSH010000004.1:30904916-30906768']	1
mPanTro3	mPanTro3_numt458	NUMT_641bp_71%	+::chr3_hap1_hsa4:48407287-48407928	HG002	['+::HG002#1#chr4:83929628-83931269']	1
mPanTro3	mPanTro3_numt458	NUMT_641bp_71%	+::chr3_hap1_hsa4:48407287-48407928	HG00597	['+::HG00597#1#JBHDUU010000002.1:32387634-32389275']	1
mPanTro3	mPanTro3_numt458	NUMT_641bp_71%	+::chr3_hap1_hsa4:48407287-48407928	HG01358	['+::HG01358#1#CM089053.1:83671074-83672715']	1
mPanTro3	mPanTro3_numt458	NUMT_641bp_71%	+::chr3_hap1_hsa4:48407287-48407928	HG02572	['+::HG02572#1#CM088153.1:83596736-83598377']	1
mPanTro3	mPanTro3_numt458	NUMT_641bp_71%	+::chr3_hap1_hsa4:48407287-48407928	HG04184	['+::HG04184#1#JBHDSH010000048.1:32575687-32577328']	1
mPanTro3	mPanTro3_numt459	NUMT_135bp_80%	+::chr3_hap1_hsa4:61394955-61395090	HG002	['+::HG002#1#chr3:74873671-74874633', '+::HG002#1#chr4:70764526-70765604']	2
mPanTro3	mPanTro3_numt459	NUMT_135bp_80%	+::chr3_hap1_hsa4:61394955-61395090	HG00597	['+::HG00597#1#CM085768.1:74863463-74864425', '+::HG00597#1#JBHDUU010000002.1:42008725-42009690', '+::HG00597#1#JBHDUU010000003.1:76264420-76265377']	3
mPanTro3	mPanTro3_numt459	NUMT_135bp_80%	+::chr3_hap1_hsa4:61394955-61395090	HG01358	['+::HG01358#1#CM089052.1:74867198-74868160']	1
mPanTro3	mPanTro3_numt459	NUMT_135bp_80%	+::chr3_hap1_hsa4:61394955-61395090	HG02572	['+::HG02572#1#CM088152.1:74802415-74803377', '+::HG02572#1#CM088153.1:93200818-93201783']	2
mPanTro3	mPanTro3_numt459	NUMT_135bp_80%	+::chr3_hap1_hsa4:61394955-61395090	HG04184	['+::HG04184#1#CM086458.1:74879026-74879988']	1
mPanTro3	mPanTro3_numt460	NUMT_809bp_68%	+::chr3_hap1_hsa4:61918118-61918927	HG002	['+::HG002#1#chr4:70243700-70245515']	1
mPanTro3	mPanTro3_numt460	NUMT_809bp_68%	+::chr3_hap1_hsa4:61918118-61918927	HG00597	['+::HG00597#1#JBHDUU010000002.1:18932682-18934497']	1
mPanTro3	mPanTro3_numt460	NUMT_809bp_68%	+::chr3_hap1_hsa4:61918118-61918927	HG01358	['+::HG01358#1#CM089053.1:70207862-70209677']	1
mPanTro3	mPanTro3_numt460	NUMT_809bp_68%	+::chr3_hap1_hsa4:61918118-61918927	HG02572	['+::HG02572#1#CM088153.1:70143082-70144897']	1
mPanTro3	mPanTro3_numt460	NUMT_809bp_68%	+::chr3_hap1_hsa4:61918118-61918927	HG04184	['+::HG04184#1#JBHDSH010000048.1:19015524-19017339']	1
mPanTro3	mPanTro3_numt461	NUMT_99bp_88%	-::chr3_hap1_hsa4:63882921-63883020	HG002	['+::HG002#1#chr4:68258775-68259858']	1
mPanTro3	mPanTro3_numt461	NUMT_99bp_88%	-::chr3_hap1_hsa4:63882921-63883020	HG00597	['+::HG00597#1#JBHDUU010000002.1:16949330-16950413']	1
mPanTro3	mPanTro3_numt461	NUMT_99bp_88%	-::chr3_hap1_hsa4:63882921-63883020	HG01358	['+::HG01358#1#CM089053.1:68223066-68224149']	1
mPanTro3	mPanTro3_numt461	NUMT_99bp_88%	-::chr3_hap1_hsa4:63882921-63883020	HG02572	['+::HG02572#1#CM088153.1:68159201-68160284']	1
mPanTro3	mPanTro3_numt461	NUMT_99bp_88%	-::chr3_hap1_hsa4:63882921-63883020	HG04184	['+::HG04184#1#JBHDSH010000048.1:17030667-17031750']	1
mPanTro3	mPanTro3_numt462	NUMT_1344bp_79%	+::chr3_hap1_hsa4:65330850-65332194	HG002	['+::HG002#1#chr4:66802550-66804889']	1
mPanTro3	mPanTro3_numt462	NUMT_1344bp_79%	+::chr3_hap1_hsa4:65330850-65332194	HG00597	['+::HG00597#1#JBHDUU010000002.1:15489830-15492169']	1
mPanTro3	mPanTro3_numt462	NUMT_1344bp_79%	+::chr3_hap1_hsa4:65330850-65332194	HG01358	['+::HG01358#1#CM089053.1:66763103-66765442']	1
mPanTro3	mPanTro3_numt462	NUMT_1344bp_79%	+::chr3_hap1_hsa4:65330850-65332194	HG02572	['+::HG02572#1#CM088153.1:66701808-66704147']	1
mPanTro3	mPanTro3_numt462	NUMT_1344bp_79%	+::chr3_hap1_hsa4:65330850-65332194	HG04184	['+::HG04184#1#JBHDSH010000048.1:15573132-15575471']	1
mPanTro3	mPanTro3_numt463	NUMT_3520bp_77%	+::chr3_hap1_hsa4:65332196-65335716	HG002	['+::HG002#1#chr4:66799030-66803548']	1
mPanTro3	mPanTro3_numt463	NUMT_3520bp_77%	+::chr3_hap1_hsa4:65332196-65335716	HG00597	['+::HG00597#1#JBHDUU010000002.1:15486310-15490828']	1
mPanTro3	mPanTro3_numt463	NUMT_3520bp_77%	+::chr3_hap1_hsa4:65332196-65335716	HG01358	['+::HG01358#1#CM089053.1:66759583-66764101']	1
mPanTro3	mPanTro3_numt463	NUMT_3520bp_77%	+::chr3_hap1_hsa4:65332196-65335716	HG02572	['+::HG02572#1#CM088153.1:66698285-66702806']	1
mPanTro3	mPanTro3_numt463	NUMT_3520bp_77%	+::chr3_hap1_hsa4:65332196-65335716	HG04184	['+::HG04184#1#JBHDSH010000048.1:15569612-15574130']	1
mPanTro3	mPanTro3_numt464	NUMT_315bp_70%	+::chr3_hap1_hsa4:65335722-65336037	HG002	['+::HG002#1#chr4:66798709-66800024']	1
mPanTro3	mPanTro3_numt464	NUMT_315bp_70%	+::chr3_hap1_hsa4:65335722-65336037	HG00597	['+::HG00597#1#JBHDUU010000002.1:15485989-15487304']	1
mPanTro3	mPanTro3_numt464	NUMT_315bp_70%	+::chr3_hap1_hsa4:65335722-65336037	HG01358	['+::HG01358#1#CM089053.1:66759262-66760577']	1
mPanTro3	mPanTro3_numt464	NUMT_315bp_70%	+::chr3_hap1_hsa4:65335722-65336037	HG02572	['+::HG02572#1#CM088153.1:66697964-66699279']	1
mPanTro3	mPanTro3_numt464	NUMT_315bp_70%	+::chr3_hap1_hsa4:65335722-65336037	HG04184	['+::HG04184#1#JBHDSH010000048.1:15569291-15570606']	1
mPanTro3	mPanTro3_numt465	NUMT_217bp_83%	-::chr3_hap1_hsa4:65336144-65336361	HG002	['+::HG002#1#chr4:66798378-66799602']	1
mPanTro3	mPanTro3_numt465	NUMT_217bp_83%	-::chr3_hap1_hsa4:65336144-65336361	HG00597	['+::HG00597#1#JBHDUU010000002.1:15485660-15486882']	1
mPanTro3	mPanTro3_numt465	NUMT_217bp_83%	-::chr3_hap1_hsa4:65336144-65336361	HG01358	['+::HG01358#1#CM089053.1:66758931-66760155']	1
mPanTro3	mPanTro3_numt465	NUMT_217bp_83%	-::chr3_hap1_hsa4:65336144-65336361	HG02572	['+::HG02572#1#CM088153.1:66697647-66698857']	1
mPanTro3	mPanTro3_numt465	NUMT_217bp_83%	-::chr3_hap1_hsa4:65336144-65336361	HG04184	['+::HG04184#1#JBHDSH010000048.1:15568958-15570184']	1
mPanTro3	mPanTro3_numt466	NUMT_54bp_85%	+::chr3_hap1_hsa4:69192871-69192925	HG002	['+::HG002#1#chr4:62913682-62914736']	1
mPanTro3	mPanTro3_numt466	NUMT_54bp_85%	+::chr3_hap1_hsa4:69192871-69192925	HG00597	['+::HG00597#1#JBHDUU010000002.1:11562424-11563478']	1
mPanTro3	mPanTro3_numt466	NUMT_54bp_85%	+::chr3_hap1_hsa4:69192871-69192925	HG01358	['+::HG01358#1#CM089053.1:62833138-62834192']	1
mPanTro3	mPanTro3_numt466	NUMT_54bp_85%	+::chr3_hap1_hsa4:69192871-69192925	HG02572	['+::HG02572#1#CM088153.1:62772777-62773831']	1
mPanTro3	mPanTro3_numt466	NUMT_54bp_85%	+::chr3_hap1_hsa4:69192871-69192925	HG04184	['+::HG04184#1#JBHDSH010000048.1:11646950-11648004']	1
mPanTro3	mPanTro3_numt468	NUMT_129bp_76%	-::chr3_hap1_hsa4:89044945-89045074	HG002	['+::HG002#1#chr4:89872345-89873476']	1
mPanTro3	mPanTro3_numt468	NUMT_129bp_76%	-::chr3_hap1_hsa4:89044945-89045074	HG00597	['+::HG00597#1#JBHDUU010000002.1:38329671-38330802']	1
mPanTro3	mPanTro3_numt468	NUMT_129bp_76%	-::chr3_hap1_hsa4:89044945-89045074	HG01358	['+::HG01358#1#CM089053.1:89612944-89614075']	1
mPanTro3	mPanTro3_numt468	NUMT_129bp_76%	-::chr3_hap1_hsa4:89044945-89045074	HG02572	['+::HG02572#1#CM088153.1:89530903-89532034']	1
mPanTro3	mPanTro3_numt468	NUMT_129bp_76%	-::chr3_hap1_hsa4:89044945-89045074	HG04184	['+::HG04184#1#JBHDSH010000048.1:38517151-38518282']	1
mPanTro3	mPanTro3_numt469	NUMT_184bp_86%	+::chr3_hap1_hsa4:91102133-91102317	HG002	['+::HG002#1#chr4:91927921-91929104']	1
mPanTro3	mPanTro3_numt469	NUMT_184bp_86%	+::chr3_hap1_hsa4:91102133-91102317	HG00597	['+::HG00597#1#JBHDUU010000002.1:40390288-40391471']	1
mPanTro3	mPanTro3_numt469	NUMT_184bp_86%	+::chr3_hap1_hsa4:91102133-91102317	HG01358	['+::HG01358#1#CM089053.1:91668295-91669478']	1
mPanTro3	mPanTro3_numt469	NUMT_184bp_86%	+::chr3_hap1_hsa4:91102133-91102317	HG02572	['+::HG02572#1#CM088153.1:91578729-91579912']	1
mPanTro3	mPanTro3_numt469	NUMT_184bp_86%	+::chr3_hap1_hsa4:91102133-91102317	HG04184	['+::HG04184#1#JBHDSH010000048.1:40578248-40579431']	1
mPanTro3	mPanTro3_numt470	NUMT_828bp_79%	+::chr3_hap1_hsa4:94094667-94095495	HG002	['+::HG002#1#chr4:94899144-94900972']	1
mPanTro3	mPanTro3_numt470	NUMT_828bp_79%	+::chr3_hap1_hsa4:94094667-94095495	HG00597	['+::HG00597#1#JBHDUU010000002.1:43357509-43359337']	1
mPanTro3	mPanTro3_numt470	NUMT_828bp_79%	+::chr3_hap1_hsa4:94094667-94095495	HG01358	['+::HG01358#1#CM089053.1:94639659-94641487']	1
mPanTro3	mPanTro3_numt470	NUMT_828bp_79%	+::chr3_hap1_hsa4:94094667-94095495	HG02572	['+::HG02572#1#CM088153.1:94545927-94547755']	1
mPanTro3	mPanTro3_numt470	NUMT_828bp_79%	+::chr3_hap1_hsa4:94094667-94095495	HG04184	['+::HG04184#1#JBHDSH010000048.1:43549537-43551365']	1
mPanTro3	mPanTro3_numt471	NUMT_176bp_75%	+::chr3_hap1_hsa4:95214398-95214574	HG002	['+::HG002#1#chr4:96002557-96003733']	1
mPanTro3	mPanTro3_numt471	NUMT_176bp_75%	+::chr3_hap1_hsa4:95214398-95214574	HG00597	['+::HG00597#1#JBHDUU010000002.1:44473001-44474177']	1
mPanTro3	mPanTro3_numt471	NUMT_176bp_75%	+::chr3_hap1_hsa4:95214398-95214574	HG01358	['+::HG01358#1#CM089053.1:95748991-95750167']	1
mPanTro3	mPanTro3_numt471	NUMT_176bp_75%	+::chr3_hap1_hsa4:95214398-95214574	HG02572	['+::HG02572#1#CM088153.1:95655423-95656599']	1
mPanTro3	mPanTro3_numt471	NUMT_176bp_75%	+::chr3_hap1_hsa4:95214398-95214574	HG04184	['+::HG04184#1#JBHDSH010000048.1:44665001-44666177']	1
mPanTro3	mPanTro3_numt473	NUMT_515bp_71%	+::chr3_hap1_hsa4:117758318-117758833	HG002	['+::HG002#1#chr4:118476045-118477546']	1
mPanTro3	mPanTro3_numt473	NUMT_515bp_71%	+::chr3_hap1_hsa4:117758318-117758833	HG00597	['+::HG00597#1#JBHDUU010000002.1:66938284-66939864']	1
mPanTro3	mPanTro3_numt473	NUMT_515bp_71%	+::chr3_hap1_hsa4:117758318-117758833	HG01358	['+::HG01358#1#CM089053.1:118229640-118231123']	1
mPanTro3	mPanTro3_numt473	NUMT_515bp_71%	+::chr3_hap1_hsa4:117758318-117758833	HG02572	['+::HG02572#1#CM088153.1:118122218-118123701']	1
mPanTro3	mPanTro3_numt473	NUMT_515bp_71%	+::chr3_hap1_hsa4:117758318-117758833	HG04184	['+::HG04184#1#JBHDSH010000048.1:67132429-67133930']	1
mPanTro3	mPanTro3_numt474	NUMT_2559bp_79%,NUMT_2561bp_79%	+::chr3_hap1_hsa4:117759466-117762027	HG002	['+::HG002#1#chr4:118477185-118480757']	1
mPanTro3	mPanTro3_numt474	NUMT_2559bp_79%,NUMT_2561bp_79%	+::chr3_hap1_hsa4:117759466-117762027	HG00597	['+::HG00597#1#JBHDUU010000002.1:66939316-66943075']	1
mPanTro3	mPanTro3_numt474	NUMT_2559bp_79%,NUMT_2561bp_79%	+::chr3_hap1_hsa4:117759466-117762027	HG01358	['+::HG01358#1#CM089053.1:118230762-118234334']	1
mPanTro3	mPanTro3_numt474	NUMT_2559bp_79%,NUMT_2561bp_79%	+::chr3_hap1_hsa4:117759466-117762027	HG02572	['+::HG02572#1#CM088153.1:118123250-118126912']	1
mPanTro3	mPanTro3_numt474	NUMT_2559bp_79%,NUMT_2561bp_79%	+::chr3_hap1_hsa4:117759466-117762027	HG04184	['+::HG04184#1#JBHDSH010000048.1:67133569-67137141']	1
mPanTro3	mPanTro3_numt475	NUMT_377bp_86%	-::chr3_hap1_hsa4:129249681-129250058	HG002	['+::HG002#1#chr4:130265297-130266667']	1
mPanTro3	mPanTro3_numt475	NUMT_377bp_86%	-::chr3_hap1_hsa4:129249681-129250058	HG00597	['+::HG00597#1#JBHDUU010000002.1:78723760-78725130']	1
